Constituency Code,Constituency,選區,Candidate Number,Name of Candidate,候選人姓名,No. of Votes Received,Result
B05,Tai Hang,大坑,3,LAU GAR HUNG CHRISTOPHER,劉嘉鴻,141,0
B05,Tai Hang,大坑,4,SIN CHUNG KAI,單仲偕,965,0
B06,Jardine's Lookout,渣甸山,1,LAI DAVID,黎大偉,992,1
B06,Jardine's Lookout,渣甸山,2,LEE CHAK MAN,李澤民,264,0
B06,Jardine's Lookout,渣甸山,3,LEE IAN EON,李怡安,626,0
B07,Broadwood,樂活,1,PECK WAN KAM PAMELA,白韻琹,1262,1
B07,Broadwood,樂活,2,MAK KWOK FUNG MICHAEL,麥國風,742,0
B08,Happy Valley,跑馬地,1,NG KAM CHUN,吳錦津,1422,1
B08,Happy Valley,跑馬地,2,TSANG KIN CHIU,曾健超,748,0
B09,Stubbs Road,司徒拔道,1,WONG WANG TAI,黃宏泰,1068,1
B09,Stubbs Road,司徒拔道,2,NG YIN KEUNG,吳彥強,524,0
B10,Southorn,修頓,1,CHUNG CHOR KIT,莊初傑,324,0
B10,Southorn,修頓,2,LEE PIK YEE,李碧儀,1604,1
B11,Tai Fat Hau,大佛口,1,LEE KWUN YEE KENNY,李均頤,1765,1
B11,Tai Fat Hau,大佛口,2,LO KIN MING,盧健明,610,0
C01,Tai Koo Shing West,太古城西,1,ANG KAI TENG,洪啟騰,1491,0
C01,Tai Koo Shing West,太古城西,2,CHIU KA YIN ANDREW,趙家賢,2529,1
C02,Tai Koo Shing East,太古城東,1,TSE TSZ KEI,謝子祺,2270,1
C02,Tai Koo Shing East,太古城東,2,TSO HON KWONG,曹漢光,1625,0
C03,Lei King Wan,鯉景灣,1,YIM KA WING,嚴家榮,1299,0
C03,Lei King Wan,鯉景灣,2,FU YUEN CHEUNG ALEXANDER,傅元章,1932,1
C04,Aldrich Bay,愛秩序灣,,NGAN CHUN LIM,顏尊廉,0,2
C05,Shaukeiwan,筲箕灣,1,LO TIP CHUN,勞鍱珍,1260,1
C05,Shaukeiwan,筲箕灣,2,CHUNG SHEK YAN,鍾碩殷,1107,0
C06,A Kung Ngam,阿公岩,1,TO BOON MAN DANIEL,杜本文,1692,1
C06,A Kung Ngam,阿公岩,2,CHENG HING,鄭興,887,0
C06,A Kung Ngam,阿公岩,3,LAM KEI TUNG GEORGE,林其東,1200,0
C07,Heng Fa Chuen,杏花邨,1,HO NGAI KAM STANLEY,何毅淦,2577,1
C07,Heng Fa Chuen,杏花邨,2,CHAN TIM SHING MANUEL,陳添勝,1925,0
C08,Tsui Wan,翠灣,1,KU KWAI YIU,古桂耀,1926,0
C08,Tsui Wan,翠灣,2,KWAN SHUI LUNG,關瑞龍,2336,1
C09,Yan Lam,欣藍,1,WONG KIN HING,黃健興,3620,1
C09,Yan Lam,欣藍,2,LEUNG CHUN KIN CUPID,梁俊健,508,0
C10,Siu Sai Wan,小西灣,,CHAN OI KWAN,陳靄群,0,2
C11,King Yee,景怡,1,YEUNG HON SING,楊漢成,1168,0
C11,King Yee,景怡,2,LEUNG KWOK HUNG DAVID,梁國鴻,2140,1
C11,King Yee,景怡,3,CHAN YIU TAK,陳耀德,1905,0
C12,Wan Tsui,環翠,,KUNG PAK CHEUNG,龔栢祥,0,2
C13,Fei Tsui,翡翠,1,LAI CHI KEONG JOSEPH,黎志強,2309,1
C13,Fei Tsui,翡翠,2,CHAO SHING KIE,趙承基,1268,0
C14,Mount Parker,柏架山,,WONG KIN PAN,黃建彬,0,2
C15,Braemar Hill,寶馬山,,SHIU KA FAI,邵家輝,0,2
C16,Tin Hau,天后,1,LEE MAN LUNG JOEY,李文龍,1995,1
C16,Tin Hau,天后,2,CHAN KIN KWOK,陳建國,1079,0
C17,Fortress Hill,炮台山,,LO WING KWAN FRANKIE,羅榮焜,0,2
C18,Victoria Park,維園,,CHOW KIT BING JENNIFER,周潔冰,0,2
C19,City Garden,城市花園,1,HUI CHING ON,許清安,2160,1
C19,City Garden,城市花園,2,HUNG PAK CHEUNG,熊百祥,1030,0
C20,Provident,和富,,KWOK WAI KEUNG,郭偉强,0,2
C21,Fort Street,堡壘,,HUNG LIN CHAM,洪連杉,0,2
C22,Kam Ping,錦屏,,CHOY SO YUK,蔡素玉,0,2
C23,Tanner,丹拿,1,YIM FUNG CHI KAY,嚴鳳至,470,0
C23,Tanner,丹拿,2,WONG SHING KWONG,黃成光,360,0
C23,Tanner,丹拿,3,LEE YU TAI DESMOND,李汝大,1750,1
C24,Healthy Village,健康村,,CHENG CHI SING,鄭志成,0,2
C25,Quarry Bay,鰂魚涌,,TING KONG HO EDDIE,丁江浩,0,2
C26,Nam Fung,南豐,1,NG LAI CHING,吳麗清,1515,0
C26,Nam Fung,南豐,2,FOK WING YI,霍穎怡,174,0
C26,Nam Fung,南豐,3,LEUNG SUK CHING,梁淑楨,1841,1
C27,Kornhill,康怡,1,WONG KING,黃敬,1882,0
C27,Kornhill,康怡,2,CHAN KAI YUEN,陳啟遠,2050,1
C28,Kornhill Garden,康山,1,LEUNG SIU SUN,梁兆新,1350,1
C28,Kornhill Garden,康山,2,LIU MEI LING RHODA,廖美玲,1295,0
C28,Kornhill Garden,康山,3,HUNG HIN TIM,孔憲添,490,0
C29,Hing Tung,興東,1,WONG YUET MUI,黃月梅,818,0
C29,Hing Tung,興東,2,WONG TAK SHING,黃德成,1188,0
C29,Hing Tung,興東,3,HUI LAM HING,許林慶,1775,1
C29,Hing Tung,興東,4,HUNG CHI KIT,洪志傑,75,0
C29,Hing Tung,興東,5,LAI PUI SANG,黎沛生,1099,0
C30,Sai Wan Ho,西灣河,1,KONG CHACK HO,江澤濠,1826,1
C30,Sai Wan Ho,西灣河,2,CHAN HIN CHUNG JOHN,陳顯中,1475,0
C31,Lower Yiu Tung,下耀東,1,HUI KA HOO,許嘉灝,1370,1
C31,Lower Yiu Tung,下耀東,2,NG KAM WAI,吳錦偉,1167,0
C32,Upper Yiu Tung,上耀東,,CHIU CHI KEUNG,趙資強,0,2
C33,Hing Man,興民,1,LAU HING YEUNG,劉慶揚,2539,1
C33,Hing Man,興民,2,HO YAN WING,何慇榮,898,0
C34,Lok Hong,樂康,1,LUI SIN YI,雷倩兒,32,0
C34,Lok Hong,樂康,2,TSANG KIN SHING,曾健成,1871,0
C34,Lok Hong,樂康,3,LI CHUN CHAU,李進秋,1916,1
C35,Tsui Tak,翠德,1,LEE CHUN KEUNG,李鎮強,1355,1
C35,Tsui Tak,翠德,2,LUI CHI MAN,呂志文,1088,0
C36,Yue Wan,漁灣,,CHUNG SHU KUN CHRISTOPHER,鍾樹根,0,2
C37,Kai Hiu,佳曉,1,NG MEI YUNG,吳美容,703,0
C37,Kai Hiu,佳曉,2,LEUNG CHI WAI,梁志威,323,0
C37,Kai Hiu,佳曉,3,LAM CHUI LIN,林翠蓮,1925,1
C37,Kai Hiu,佳曉,4,LAU HAO KING JOSEPH,劉好景,455,0
D01,Aberdeen,香港仔,,WONG LING SUN VINCENT,黃靈新,0,2
D02,Ap Lei Chau Estate,鴨脷洲邨,,LAM YUK CHUN,林玉珍,0,2
D03,Ap Lei Chau North,鴨脷洲北,1,CHEUNG WING HO,張永豪,841,0
D03,Ap Lei Chau North,鴨脷洲北,2,CHEUNG SIK YUNG,張錫容,1527,1
D04,Lei Tung I,利東一,1,AU NOK HIN,區諾軒,2148,1
D04,Lei Tung I,利東一,2,CHAN FUNG WAH,陳封華,129,0
D04,Lei Tung I,利東一,3,CHEUNG SIU KEUNG,張少強,2029,0
D05,Lei Tung II,利東二,1,LO CHUNG MAN,盧中文,92,0
D05,Lei Tung II,利東二,2,WONG CHE NGAI,黃志毅,1995,0
D05,Lei Tung II,利東二,3,LO KIN HEI,羅健熙,2346,1
D06,South Horizons East,海怡東,1,KWOK WING HANG,郭榮鏗,1161,0
D06,South Horizons East,海怡東,2,LAM KAI FAI,林啟暉,2275,1
D07,South Horizons West,海怡西,1,FUNG WAI KWONG,馮煒光,1906,1
D07,South Horizons West,海怡西,2,LAM YUE YEUNG ANTHONY,林雨陽,182,0
D07,South Horizons West,海怡西,3,SZE CHUN FAI,施俊輝,1894,0
D07,South Horizons West,海怡西,4,KWAI SZE KIT,季詩傑,42,0
D08,Wah Kwai,華貴,1,MAK TSE HOW LING ADA,麥謝巧玲,2611,1
D08,Wah Kwai,華貴,2,YEUNG SIU PIK,楊小壁,2460,0
D09,Wah Fu I,華富一,1,LI SHEE LIN,黎熙琳,1204,0
D09,Wah Fu I,華富一,2,WONG WING LIT,黃榮烈,69,0
D09,Wah Fu I,華富一,3,AU LAP SING,歐立成,1723,1
D10,Wah Fu II,華富二,1,WONG CHOI LAP,黃才立,1811,0
D10,Wah Fu II,華富二,2,CHAI MAN HON,柴文瀚,2234,1
D11,Pokfulam,薄扶林,1,YIM KIN PING,嚴建平,805,0
D11,Pokfulam,薄扶林,2,ZIMMERMAN PAULUS JOHANNES,司馬文,1445,1
D12,Chi Fu,置富,,CHU CHING HONG,朱慶虹,0,2
D13,Tin Wan,田灣,,CHAN FU MING,陳富明,0,2
D14,Shek Yue,石漁,1,MAN HO KEUNG ZICO,文豪強,1380,0
D14,Shek Yue,石漁,2,CHU LAP WAI,朱立威,3001,1
D15,Wong Chuk Hang,黃竹坑,1,TSUI YUEN WA,徐遠華,2344,1
D15,Wong Chuk Hang,黃竹坑,2,YUEN CHI KWONG,袁志光,1752,0
D16,Bays Area,海灣,1,FUNG SE GOUN FERGUS,馮仕耕,970,1
D16,Bays Area,海灣,2,LAI KWONG TAK ALBERT,黎廣德,309,0
D17,Stanley & Shek O,赤柱及石澳,1,WONG KAM CHUEN,王錦泉,1547,0
D17,Stanley & Shek O,赤柱及石澳,2,LEE PUI YING,李佩英,1689,1
E01,Tsim Sha Tsui West,尖沙咀西,1,HUNG CHIU WAH,孔昭華,878,1
E01,Tsim Sha Tsui West,尖沙咀西,2,YAM SIU WAI DAVID,任紹偉,410,0
E02,Jordan East,佐敦東,1,CHAN KIN SHING ALEXIS,陳健成,552,0
E02,Jordan East,佐敦東,2,LI KING WAH,李景華,137,0
E02,Jordan East,佐敦東,3,HO KA KUEN SIMON,何家權,85,0
E02,Jordan East,佐敦東,4,IP NGO TUNG CHRIS,葉傲冬,1504,1
E03,Jordan West,佐敦西,1,CHAN SIU TONG,陳少棠,2063,1
E03,Jordan West,佐敦西,2,LAM YI LAI,林依麗,333,0
E03,Jordan West,佐敦西,3,LIMBU SARAN KUMAR,LIMBU SARAN KUMAR,447,0
E04,Yau Ma Tei,油麻地,1,NG PO SHAN AUSTEN,吳寶珊,1506,0
E04,Yau Ma Tei,油麻地,2,YEUNG TSZ HEI,楊子熙,2242,1
E05,Charming,富榮,1,YEUNG KE CHEONG,楊繼昌,1137,0
E05,Charming,富榮,2,CHUNG KONG MO,鍾港武,2401,1
E06,Mong Kok West,旺角西,1,LAM CHUN SING,林振昇,221,0
E06,Mong Kok West,旺角西,2,HUI TAK LEUNG,許德亮,2273,1
E06,Mong Kok West,旺角西,3,FOO PUI MAN,扶沛文,137,0
E07,Fu Pak,富柏,,CHAN WAI KEUNG,陳偉強,0,2
E08,Olympic,奧運,1,CHU KING LEUNG ALARIC BAZANIO,朱景亮,101,0
E08,Olympic,奧運,2,TO KUN SUN JAMES,涂謹申,1012,1
E08,Olympic,奧運,3,LAU KAI KIT VINCENT,劉啟傑,886,0
E09,Cherry,櫻桃,1,YAM WING KEUNG,任永強,127,0
E09,Cherry,櫻桃,2,LAM HO YEUNG,林浩揚,784,0
E09,Cherry,櫻桃,3,WONG CHUNG JOHN,黃頌,1281,1
E10,Tai Kok Tsui South,大角咀南,1,LEE WAI FUNG,李偉峰,823,0
E10,Tai Kok Tsui South,大角咀南,2,CHOI SIU FUNG BENJAMIN,蔡少峰,1543,1
E10,Tai Kok Tsui South,大角咀南,3,TSANG CHUN YING,曾浚瑛,254,0
E11,Tai Kok Tsui North,大角咀北,1,LAU PAK KEI,劉柏祺,1701,1
E11,Tai Kok Tsui North,大角咀北,2,POON CHUK HUNG,潘焯鴻,485,0
E11,Tai Kok Tsui North,大角咀北,3,CHUN FEI PANG,秦飛鵬,66,0
E11,Tai Kok Tsui North,大角咀北,4,WONG KA YING,王嘉盈,610,0
E12,Tai Nan,大南,1,TAM KAM LIN,譚金蓮,484,0
E12,Tai Nan,大南,2,NG MAN YUEN AVERY,吳文遠,413,0
E12,Tai Nan,大南,3,CHONG WING CHARN FRANCIS,莊永燦,1076,1
E12,Tai Nan,大南,4,CHAN MAN YU HENRY,陳文佑,905,0
E13,Mong Kok North,旺角北,1,IP SHU ON,葉樹安,597,0
E13,Mong Kok North,旺角北,2,WONG SHU MING ROWENA,黃舒明,1537,1
E14,Mong Kok East,旺角東,1,LAU CHUN YIP,劉俊業,880,0
E14,Mong Kok East,旺角東,2,YUEN CHIU TAT,阮昭達,214,0
E14,Mong Kok East,旺角東,3,LUNG WAI MAN JAMES,龍緯汶,22,0
E14,Mong Kok East,旺角東,4,WONG KIN SAN,黃建新,1110,1
E15,Mong Kok South,旺角南,1,YUEN HOI MAN,袁海文,608,0
E15,Mong Kok South,旺角南,2,CHOW CHUN FAI,仇振輝,1610,1
E16,King's Park,京士柏,1,WONG BIU,黃標,118,0
E16,King's Park,京士柏,2,LAM KIN MAN,林健文,1043,0
E16,King's Park,京士柏,3,LEE KWOK KEUNG,李國強,165,0
E16,King's Park,京士柏,4,LEUNG WAI KUEN EDWARD,梁偉權,1045,1
E16,King's Park,京士柏,5,WONG SHU KAU,王樹球,178,0
E17,Tsim Sha Tsui East,尖沙咀東,1,HATHIRAMANI HIRO KISHINCHAND,HATHIRAMANI HIRO KISHINCHAND,155,0
E17,Tsim Sha Tsui East,尖沙咀東,2,KWAN SAU LING,關秀玲,1037,1
E17,Tsim Sha Tsui East,尖沙咀東,3,AHUJA MONESH GOPALDAS,AHUJA MONESH GOPALDAS,492,0
E17,Tsim Sha Tsui East,尖沙咀東,4,LIU SIU FAI,廖少輝,278,0
E17,Tsim Sha Tsui East,尖沙咀東,5,SINGH HARMINDER,SINGH HARMINDER,251,0
F01,Po Lai,寶麗,1,LAU TIT WAI,劉鐵煒,187,0
F01,Po Lai,寶麗,2,LEUNG YAU FONG,梁有方,1048,1
F01,Po Lai,寶麗,3,SO CHUN MAN,蘇俊文,883,0
F02,Cheung Sha Wan,長沙灣,,LAM KA FAI AARON,林家輝,0,2
F03,Nam Cheong North,南昌北,1,LO WAI YIN,盧蔚然,276,0
F03,Nam Cheong North,南昌北,2,LEUNG LAI,梁欐,1133,0
F03,Nam Cheong North,南昌北,3,CHENG WING SHUN VINCENT,鄭泳舜,1485,1
F04,Shek Kip Mei & Nam Cheong East,石硤尾及南昌東,1,TSANG TING HIN,曾廷軒,463,0
F04,Shek Kip Mei & Nam Cheong East,石硤尾及南昌東,2,TSUNG PO SHAN,秦寶山,1729,1
F04,Shek Kip Mei & Nam Cheong East,石硤尾及南昌東,3,LAW KAM YAU,羅錦有,782,0
F05,Nam Cheong South,南昌南,1,LEE WING MAN,李詠民,1375,1
F05,Nam Cheong South,南昌南,2,FONG KA KEUNG GORDON,方鏗強,531,0
F06,Nam Cheong Central,南昌中,1,MAK WAI MING,麥偉明,519,0
F06,Nam Cheong Central,南昌中,2,LAU PUI YUK,劉佩玉,1569,1
F07,Nam Cheong West,南昌西,1,CHAN KIN MAN,陳建民,797,0
F07,Nam Cheong West,南昌西,2,WAI WOON NAM,衞煥南,1629,1
F08,Fu Cheong,富昌,1,LAI WAI LAN TRACY,黎慧蘭,1799,0
F08,Fu Cheong,富昌,2,IP CHEE TAK,葉智德,191,0
F08,Fu Cheong,富昌,3,LEUNG MAN KWONG,梁文廣,2235,1
F09,Lai Kok,麗閣,1,FUNG KIN KEE FREDERICK,馮檢基,2528,1
F09,Lai Kok,麗閣,2,CHIU CHIK TUNG,趙植東,239,0
F09,Lai Kok,麗閣,3,CHUNG WING YUEN,鍾詠淵,75,0
F09,Lai Kok,麗閣,4,FAN KWOK FAI,范國輝,2015,0
F10,Fortune,幸福,1,LEUNG MING YIN,梁銘言,1092,0
F10,Fortune,幸福,2,CHUM TAK SHING,覃德誠,2183,1
F11,Lai Chi Kok South,荔枝角南,1,LEUNG UN SHING,梁宴誠,968,0
F11,Lai Chi Kok South,荔枝角南,2,WONG CHI YUNG,黃志勇,3507,1
F12,Mei Foo South,美孚南,1,WONG TAT TUNG,黃達東,1987,1
F12,Mei Foo South,美孚南,2,CHAN KIN CHUN KEN,陳健浚,159,0
F12,Mei Foo South,美孚南,3,WONG TAK CHUEN JOE,王德全,1908,0
F13,Mei Foo Central,美孚中,1,NG YUET LAN,伍月蘭,899,0
F13,Mei Foo Central,美孚中,2,TZENG LI WEN JUDY,曾麗文,476,0
F13,Mei Foo Central,美孚中,3,SHUM SIU HUNG,沈少雄,1812,1
F14,Mei Foo North,美孚北,1,KEUNG CHUNG YIN ALPHA,姜頌賢,950,0
F14,Mei Foo North,美孚北,2,CHEUNG WING SUM AMBROSE,張永森,2204,1
F15,Lai Chi Kok North,荔枝角北,1,LAI CHI LEUNG,黎志良,300,0
F15,Lai Chi Kok North,荔枝角北,2,TAM SAI KIT,譚世傑,174,0
F15,Lai Chi Kok North,荔枝角北,3,LI KI FUNG BRUCE,李祺逢,1312,1
F15,Lai Chi Kok North,荔枝角北,4,LEUNG CHIU HUNG,梁昭鴻,334,0
F15,Lai Chi Kok North,荔枝角北,5,WONG LEUNG HI,黃良喜,985,0
F16,Un Chau & So Uk,元州及蘇屋,1,TANG MEI CHING,鄧美晶,493,0
F16,Un Chau & So Uk,元州及蘇屋,2,SZE TAK LOY,施德來,1947,0
F16,Un Chau & So Uk,元州及蘇屋,3,CHAN WAI MING,陳偉明,3403,1
F17,Lei Cheng Uk,李鄭屋,1,CHIN WAI LOK,錢偉洛,686,0
F17,Lei Cheng Uk,李鄭屋,2,KONG KWAI SANG,江貴生,1108,0
F17,Lei Cheng Uk,李鄭屋,3,CHAN KENG CHAU,陳鏡秋,2436,1
F18,Ha Pak Tin,下白田,1,YEUNG YUK,楊彧,1119,0
F18,Ha Pak Tin,下白田,2,YAN KAI WING,甄啟榮,2888,1
F19,Yau Yat Tsuen,又一村,1,LEE KIN KAN,李健勤,555,0
F19,Yau Yat Tsuen,又一村,2,KWOK CHUN WAH,郭振華,1451,1
F20,"Nam Shan, Tai Hang Tung & Tai Hang Sai",南山、大坑東及 大坑西,1,LUI MAN FUNG LOUIS,雷文鋒,259,0
F20,"Nam Shan, Tai Hang Tung & Tai Hang Sai",南山、大坑東及 大坑西,2,WAI HOI YING,韋海英,2291,1
F20,"Nam Shan, Tai Hang Tung & Tai Hang Sai",南山、大坑東及 大坑西,3,TAM KWOK KIU,譚國僑,2098,0
F21,Lung Ping & Sheung Pak Tin,龍坪及上白田,1,NG MEI CARMAN,吳美,2120,1
F21,Lung Ping & Sheung Pak Tin,龍坪及上白田,2,CHAN KIN YIP,陳建業,687,0
F21,Lung Ping & Sheung Pak Tin,龍坪及上白田,3,CHEUNG PUN CHIU,張本釗,644,0
G01,Ma Tau Wai,馬頭圍,1,MOK KA HAN ROSANDA,莫嘉嫻,2585,1
G01,Ma Tau Wai,馬頭圍,2,LAM SUM LIM,林心亷,1773,0
G02,Ma Hang Chung,馬坑涌,1,YU CHUNG YIN,余仲賢,1156,0
G02,Ma Hang Chung,馬坑涌,2,YAU LAU CHUN,邱劉珍,114,0
G02,Ma Hang Chung,馬坑涌,3,WONG YUN CHEONG,黃潤昌,1416,1
G03,Ma Tau Kok,馬頭角,1,LI LIN,李蓮,1985,1
G03,Ma Tau Kok,馬頭角,2,LEUNG KOON WAH,梁冠華,486,0
G04,Lok Man,樂民,,YANG WING KIT,楊永杰,0,2
G05,Sheung Lok,常樂,1,LUK KING KWONG,陸勁光,2820,1
G05,Sheung Lok,常樂,2,WONG WING KIT,黃永傑,1368,0
G06,Ho Man Tin,何文田,1,CHENG LEE MING,鄭利明,1872,1
G06,Ho Man Tin,何文田,2,NG CHING MAN,伍精民,1629,0
G07,Kadoorie,嘉道理,1,TSANG WAI HIN,曾偉軒,140,0
G07,Kadoorie,嘉道理,2,SIU LEONG SING,蕭亮聲,1632,1
G07,Kadoorie,嘉道理,3,CHAN KING WONG,陳景煌,1583,0
G08,Prince,太子,1,WONG YEE HIM,黃以謙,1554,1
G08,Prince,太子,2,TANG CHI YING,鄧志盈,604,0
G09,Kowloon Tong,九龍塘,,HO HIN MING,何顯明,0,2
G10,Lung Shing,龍城,1,NG PO KEUNG,吳寶強,2335,1
G10,Lung Shing,龍城,2,CHAU TSUN KIU,周峻翹,437,0
G11,Kai Tak,啓德,1,YEUNG CHUN YU,楊振宇,1427,1
G11,Kai Tak,啓德,2,IP CHI WAI ALEXANDER,葉志偉,636,0
G11,Kai Tak,啓德,3,CHEUNG FAN LAN,張芬蘭,625,0
G11,Kai Tak,啓德,4,LEE HON SAM,李漢森,190,0
G12,Hoi Sham,海心,1,TOWN MAN HOI EDWIN,湯文海,731,0
G12,Hoi Sham,海心,2,PUN KWOK WAH,潘國華,2613,1
G13,To Kwa Wan North,土瓜灣北,1,LEE WAI KING STARRY,李慧琼,1534,1
G13,To Kwa Wan North,土瓜灣北,2,WONG TZE HEI CODY,黃子希,322,0
G14,To Kwa Wan South,土瓜灣南,1,PUN CHI MAN,潘志文,1476,1
G14,To Kwa Wan South,土瓜灣南,2,NG YUEN TAT,吳炫達,1296,0
G15,Hok Yuen Laguna Verde,鶴園海逸,1,SIU YUEN SHEUNG,蕭婉嫦,1665,1
G15,Hok Yuen Laguna Verde,鶴園海逸,2,IP KWAN HO,葉鈞浩,855,0
G16,Whampoa East,黃埔東,1,LEUNG MEI FUN,梁美芬,2236,1
G16,Whampoa East,黃埔東,2,WONG PIK WAN,黃碧雲,1513,0
G16,Whampoa East,黃埔東,3,AU YEUNG YING KIT JEFF,歐陽英傑,371,0
G17,Whampoa West,黃埔西,1,LAU WAI WING,劉偉榮,1710,1
G17,Whampoa West,黃埔西,2,LO CHUN KIT,盧俊傑,958,0
G18,Hung Hom Bay,紅磡灣,1,CHEUNG YAN HONG,張仁康,1994,1
G18,Hung Hom Bay,紅磡灣,2,FOO WAI LOK,符偉樂,640,0
G19,Hung Hom,紅磡,1,WONG CHI KEUNG,黃志強,48,0
G19,Hung Hom,紅磡,2,CHAN CHUNG CHEUNG,陳仲翔,858,0
G19,Hung Hom,紅磡,3,YUM KWOK TUNG PIUS,任國棟,1360,1
G20,Ka Wai,家維,1,TSANG CHIU WAI,曾昭偉,701,0
G20,Ka Wai,家維,2,LEE CHI CHING,李咨呈,256,0
G20,Ka Wai,家維,3,LO CHIU KIT,勞超傑,2650,1
G21,Oi Man,愛民,1,CHAN LAI KWAN,陳麗君,1726,0
G21,Oi Man,愛民,2,NG FAN KAM,吳奮金,2821,1
G22,Oi Chun,愛俊,1,CHO WUI HUNG,左滙雄,2835,1
G22,Oi Chun,愛俊,2,CHAN YAU CHEONG,陳友昌,1643,0
G22,Oi Chun,愛俊,3,CHAN YIN LING,陳燕玲,70,0
H01,Lung Tsui,龍趣,,WONG KAM CHI,黃金池,0,2
H02,Lung Ha,龍下,1,LEE TUNG KONG,李東江,1300,0
H02,Lung Ha,龍下,2,KWOK SAU YING,郭秀英,2870,1
H03,Lung Sheung,龍上,1,CHAN YUEN HAN,陳婉嫻,3456,1
H03,Lung Sheung,龍上,2,LAM WAI KEI,林偉基,1039,0
H03,Lung Sheung,龍上,3,YUM EDWARD LIANG HSIEN,任亮憲,441,0
H04,Fung Wong,鳳凰,1,CHEUNG CHI WANG JOEY,張志宏,803,0
H04,Fung Wong,鳳凰,2,WONG HIN WAI,黃軒瑋,309,0
H04,Fung Wong,鳳凰,3,CHAN YIM KWONG JOE,陳炎光,1322,1
H05,Fung Tak,鳳德,1,FU MOON FONG FERDINAND,傅滿芳,220,0
H05,Fung Tak,鳳德,2,WONG KWOK KEUNG,黃國強,1898,0
