Constituency Code,Constituency,選區,Candidate Number,Name of Candidate,候選人姓名,No. of Votes Received,Result
H05,Fung Tak,鳳德,3,KAN CHI HO,簡志豪,2498,1
H06,Lung Sing,龍星,1,CHAN WAI SUN SIMON,陳維新,233,0
H06,Lung Sing,龍星,2,TAM HEUNG MAN,譚香文,2862,1
H06,Lung Sing,龍星,3,CHOI LUK SING,蔡六乘,2809,0
H07,San Po Kong,新蒲崗,1,LEE TAT YAN,李達仁,2877,1
H07,San Po Kong,新蒲崗,2,WAT KI ON,屈奇安,1275,0
H07,San Po Kong,新蒲崗,3,LEUNG YAT MING PAUL,梁日明,502,0
H08,Tung Tau,東頭,,LI TAK HONG,李德康,0,2
H09,Tung Mei,東美,1,LAM MAN FAI,林文輝,1607,0
H09,Tung Mei,東美,2,MOK YING FAN,莫應帆,1878,1
H10,Lok Fu,樂富,,CHAN WAI KWAN ANDIE,陳偉坤,0,2
H11,Wang Tau Hom,橫頭磡,1,LAI WING HO JOE,黎榮浩,3226,1
H11,Wang Tau Hom,橫頭磡,2,WONG SHUN YIN,黃順賢,1601,0
H12,Tin Keung,天強,1,CHAN ON TAI,陳安泰,2987,1
H12,Tin Keung,天強,2,WONG HOK MING,黃鶴鳴,1501,0
H13,Tsui Chuk & Pang Ching,翠竹及鵬程,,SO SIK KIN,蘇錫堅,0,2
H14,Chuk Yuen South,竹園南,1,HUI KAM SHING,許錦成,2748,1
H14,Chuk Yuen South,竹園南,2,CHONG CHAK CHOI,莊澤財,1573,0
H15,Chuk Yuen North,竹園北,1,CHAN KA WAI,陳嘉偉,507,0
H15,Chuk Yuen North,竹園北,2,TING CHI WAI ROY,丁志威,2754,1
H15,Chuk Yuen North,竹園北,3,TO KWAN HANG ANDREW,陶君行,1660,0
H16,Tsz Wan West,慈雲西,1,LUI WING KEI,呂永基,2502,0
H16,Tsz Wan West,慈雲西,2,YUEN KWOK KEUNG,袁國強,2596,1
H17,Ching Oi,正愛,,CHAN MAN KI MAGGIE,陳曼琪,0,2
H18,Ching On,正安,1,WONG YAT YUK,黃逸旭,3762,1
H18,Ching On,正安,2,CHAN CHAK SUM,陳澤森,1131,0
H19,Tsz Wan East,慈雲東,,HO HON MAN,何漢文,0,2
H20,King Fu,瓊富,1,WU CHI WAI,胡志偉,4300,1
H20,King Fu,瓊富,2,GUO SHAN ZHEN,郭善甄,968,0
H21,Choi Wan East,彩雲東,1,LOK WAI CHUEN,駱偉泉,55,0
H21,Choi Wan East,彩雲東,2,CHOY TSZ KIN TIMOTHY,蔡子健,1533,0
H21,Choi Wan East,彩雲東,3,WONG KWOK TUNG,黃國桐,2025,1
H22,Choi Wan South,彩雲南,1,SHUM WAN WA,沈運華,2244,1
H22,Choi Wan South,彩雲南,2,CHEUNG SZE CHUN,張思晉,1088,0
H23,Choi Wan West,彩雲西,1,LEUNG CHUN WAH,梁振華,200,0
H23,Choi Wan West,彩雲西,2,CHUI PAK TAI,徐百弟,1554,0
H23,Choi Wan West,彩雲西,3,TAM MEI PO,譚美普,1819,1
H24,Chi Choi,池彩,1,CHUI KA CHUN DICKENS,崔家俊,1425,0
H24,Chi Choi,池彩,2,HO YIN FAI,何賢輝,1712,1
H25,Choi Hung,彩虹,1,TSOI CHI YIN,蔡志賢,1232,0
H25,Choi Hung,彩虹,2,MOK KIN WING,莫健榮,2802,1
J01,Kwun Tong Central,觀塘中心,1,TSUI WING CHUEN RICKY,徐永銓,146,0
J01,Kwun Tong Central,觀塘中心,2,CHAN WAH YU NELSON,陳華裕,1751,1
J01,Kwun Tong Central,觀塘中心,3,LAI YUEN PAN,賴遠彬,1033,0
J02,Kowloon Bay,九龍灣,1,POON YAM WAI CHUN WINNIE,潘任惠珍,2030,1
J02,Kowloon Bay,九龍灣,2,TOU YAT LUNG ALEX,竇一龍,662,0
J03,Kai Yip,啟業,,SZE LUN HUNG,施能熊,0,2
J04,Lai Ching,麗晶,1,POON CHUN YUEN,潘進源,2729,1
J04,Lai Ching,麗晶,2,CHAN TSZ KIT SUNNY,陳梓杰,2567,0
J05,Ping Shek,坪石,1,LAM SUM SHING,林森成,817,0
J05,Ping Shek,坪石,2,CHAN PAK LI BERNARD,陳百里,2759,1
J06,Sheung Choi,雙彩,1,TAM SIU CHEUK,譚肇卓,1814,1
J06,Sheung Choi,雙彩,2,WONG KA LOK,黃家樂,259,0
J06,Sheung Choi,雙彩,3,YING WING HO,邢永豪,426,0
J07,Jordan Valley,佐敦谷,1,WONG WAI TAG,黃偉達,2092,0
J07,Jordan Valley,佐敦谷,2,NGAN MAN YU,顏汶羽,2234,1
J08,Shun Tin,順天,,KWOK BIT CHUN,郭必錚,0,2
J09,Sheung Shun,雙順,,FU PIK CHUN,符碧珍,0,2
J10,On Lee,安利,,CHOY CHAK HUNG,蔡澤鴻,0,2
J11,Po Tat,寶達,,HUNG KAM IN,洪錦鉉,0,2
J12,Sau Mau Ping North,秀茂坪北,1,KAI MING WAH,計明華,2118,0
J12,Sau Mau Ping North,秀茂坪北,2,WONG CHUN PING,黃春平,2934,1
J13,Hiu Lai,曉麗,1,LI KONG SANG,李港生,1677,0
J13,Hiu Lai,曉麗,2,SO LAI CHUN,蘇麗珍,3210,1
J14,Sau Mau Ping South,秀茂坪南,1,LI YIU KEE,李耀基,1984,0
J14,Sau Mau Ping South,秀茂坪南,2,MAK FU LING,麥富寧,3201,1
J15,Hing Tin,興田,1,YU SHING HEI,余誠禧,1030,0
J15,Hing Tin,興田,2,CHAN TIN TSAN TIMOTHY,陳天贊,380,0
J15,Hing Tin,興田,3,CHAN MAN KIN,陳汶堅,1921,1
J15,Hing Tin,興田,4,SUN HUNG WA,孫鴻華,500,0
J16,Lam Tin,藍田,1,LEE KAI MAN,李啓文,768,0
J16,Lam Tin,藍田,2,KAN MING TUNG,簡銘東,3308,1
J17,Kwong Tak,廣德,,OR CHONG SHING WILSON,柯創盛,0,2
J18,Ping Tin,平田,,YIU PAK LEUNG,姚柏良,0,2
J19,Pak Nga,栢雅,1,TANG CHI HO FRANCIS,鄧志豪,1617,0
J19,Pak Nga,栢雅,2,HO KAI MING,何啟明,2019,1
J20,Yau Tong East,油塘東,1,CHEUNG KI TANG,張琪騰,4050,1
J20,Yau Tong East,油塘東,2,KAM CHEUNG CHEUNG,金章翔,760,0
J20,Yau Tong East,油塘東,3,TAM SHU FAN ARISTY,譚樹芬,348,0
J21,Yau Lai,油麗,1,LAI SHU HO PATRICK,黎樹濠,1460,1
J21,Yau Lai,油麗,2,MOK KIN SHING,莫建成,667,0
J21,Yau Lai,油麗,3,AU YUN FO,區潤科,144,0
J22,Chui Cheung,翠翔,1,LEUNG JULIUS ANTHONY,梁頴超,137,0
J22,Chui Cheung,翠翔,2,TSE SUK CHUN,謝淑珍,1823,1
J22,Chui Cheung,翠翔,3,LAU CHONG HIM FREDERICK,劉礎慊,658,0
J22,Chui Cheung,翠翔,4,LIU KIT MING,廖潔明,941,0
J22,Chui Cheung,翠翔,5,LEE FUNG NIN,李豐年,59,0
J23,Yau Tong West,油塘西,1,HON KA MING,韓家銘,779,0
J23,Yau Tong West,油塘西,2,LUI TUNG HAI,呂東孩,3229,1
J24,Laguna City,麗港城,,TANG WING CHUN,鄧咏駿,0,2
J25,King Tin,景田,1,CHEUNG SHUN WAH,張順華,2923,1
J25,King Tin,景田,2,WU HING YIN REMZI,吳謦燃,1296,0
J26,Tsui Ping,翠屏,1,LAM KA KEUNG,林家強,2805,0
J26,Tsui Ping,翠屏,2,FUNG MEI WAN,馮美雲,3067,1
J27,Po Lok,寶樂,1,LAU TING ON,劉定安,1924,1
J27,Po Lok,寶樂,2,LUK TAI HANG,陸大恒,751,0
J28,Yuet Wah,月華,1,LAM CHI YAU,林志釉,1025,0
J28,Yuet Wah,月華,2,HSU HOI SHAN,徐海山,2132,1
J29,Hip Hong,協康,1,KAN SUN WA DAVID,姜新華,882,0
J29,Hip Hong,協康,2,CHAN CHUNG BUN BUNNY,陳振彬,1715,1
J30,Hong Lok,康樂,1,LAU WAI CHUNG,劉偉忠,468,0
J30,Hong Lok,康樂,2,WU KIN WA,胡健華,402,0
J30,Hong Lok,康樂,3,MA YAT CHIU,馬軼超,1819,1
J31,Ting On,定安,1,WONG KAI MING,黃啟明,2419,1
J31,Ting On,定安,2,KAM KIN,金堅,1638,0
J32,Ngau Tau Kok,牛頭角,,CHAN KOK WAH BEN,陳國華,0,2
J33,To Tai,淘大,,YIP HING KWOK,葉興國,0,2
J34,Lok Wah North,樂華北,1,YEUNG KWOK HUNG,楊國雄,1363,0
J34,Lok Wah North,樂華北,2,FUNG KAM YUEN,馮錦源,1739,1
J35,Lok Wah South,樂華南,1,HUI WAI FUNG AMY,許慧鳳,802,0
J35,Lok Wah South,樂華南,2,SO KOON CHUNG KEVIN,蘇冠聰,2423,1
K01,Tak Wah,德華,1,LO SIU KIT,羅少傑,1863,1
K01,Tak Wah,德華,2,LAI KING WAI,黎敬瑋,639,0
K02,Yeung Uk Road,楊屋道,1,CHAN HAN PAN,陳恒鑌,2246,1
K02,Yeung Uk Road,楊屋道,2,YIP SUI LUN,葉穗倫,703,0
K03,Hoi Bun,海濱,1,LEE WAI YEE,李偉儀,1129,0
K03,Hoi Bun,海濱,2,CHENG PAK KEUNG,鄭柏強,1028,0
K03,Hoi Bun,海濱,3,CHOW PING TIM,鄒秉恬,2209,1
K04,Clague Garden,祈德尊,1,LAM KWONG YIU EDDY,林光耀,630,0
K04,Clague Garden,祈德尊,2,CHAN KAM LAM,陳金霖,2072,1
K05,Fuk Loi,福來,1,MUI YEE LING,梅綺玲,869,0
K05,Fuk Loi,福來,2,KOT SIU YUEN,葛兆源,2511,1
K06,Discovery Park,愉景,1,WONG YUI TAK LOUIS,王銳德,2002,0
K06,Discovery Park,愉景,2,TIEN MICHAEL PUK SUN,田北辰,2256,1
K07,Tsuen Wan Centre,荃灣中心,1,TSANG TAI,曾大,1617,0
K07,Tsuen Wan Centre,荃灣中心,2,LI HUNG POR,李洪波,1657,1
K08,Allway,荃威,,LAM YUEN PUN,林婉濱,0,2
K09,Lai To,麗濤,1,WONG WAI KIT,黃偉傑,4398,1
K09,Lai To,麗濤,2,KWOK CHI KIN EVEREST,郭志堅,549,0
K10,Lai Hing,麗興,1,LAM LAM NIXIE,林琳,1965,1
K10,Lai Hing,麗興,2,CHAN SO LING JACQUELINE,陳素玲,1045,0
K10,Lai Hing,麗興,3,AU MING SZE,歐銘絲,845,0
K11,Tsuen Wan Rural West,荃灣郊區西,1,TSENG WEN TIEN JUSTIN,曾文典,1913,1
K11,Tsuen Wan Rural West,荃灣郊區西,2,WONG YOUNG MO LIN KATHERINE,黃楊慕蓮,210,0
K11,Tsuen Wan Rural West,荃灣郊區西,3,LEE MOSES,李摩西,1054,0
K12,Tsuen Wan Rural East,荃灣郊區東,,CHAN WAI MING,陳偉明,0,2
K13,Luk Yeung,綠楊,1,SO YIU KWAN,蘇耀坤,805,0
K13,Luk Yeung,綠楊,2,LAM FAAT KANG,林發耿,2481,1
K14,Lei Muk Shue East,梨木樹東,1,LUI DIK MING,呂廸明,1839,0
K14,Lei Muk Shue East,梨木樹東,2,CHAN YUEN SUM SUMLY,陳琬琛,2761,1
K14,Lei Muk Shue East,梨木樹東,3,CHAU WAI YEE,周慧兒,77,0
K15,Lei Muk Shue West,梨木樹西,1,WONG KA WA,黃家華,2260,1
K15,Lei Muk Shue West,梨木樹西,2,WONG TAK CHI,黃德智,1548,0
K16,Shek Wai Kok,石圍角,,MAN YU MING,文裕明,0,2
K17,Cheung Shek,象石,1,CHOY TSZ MAN,蔡子民,1581,0
K17,Cheung Shek,象石,2,CHAN CHUN CHUNG,陳振中,1768,1
K17,Cheung Shek,象石,3,WONG CHI SHUN ADEN,黃志順,257,0
L01,Tuen Mun Town Centre,屯門市中心,1,LAU KA LUN,劉嘉麟,267,0
L01,Tuen Mun Town Centre,屯門市中心,2,CHAN KA KIN,陳家健,590,0
L01,Tuen Mun Town Centre,屯門市中心,3,AU CHI YUEN,歐志遠,899,1
L01,Tuen Mun Town Centre,屯門市中心,4,YEUNG MAN TAT,楊文達,458,0
L02,Siu Chi,兆置,1,LAM CHUNG HOI,林頌鎧,2854,1
L02,Siu Chi,兆置,2,WONG KA LEUNG,王加良,314,0
L02,Siu Chi,兆置,3,LAW YIU CHUEN,羅耀銓,648,0
L03,Siu Tsui,兆翠,1,HO WING TUNG,何榮東,256,0
L03,Siu Tsui,兆翠,2,LO MAN HON,盧民漢,2876,1
L03,Siu Tsui,兆翠,3,YIP MAN PAN,葉文斌,1742,0
L04,On Ting,安定,1,LEUNG CHI HO,梁志豪,1245,0
L04,On Ting,安定,2,KONG FUNG YI,江鳳儀,2639,1
L05,Yau Oi South,友愛南,1,TSANG HIN HONG,曾憲康,1967,1
L05,Yau Oi South,友愛南,2,LAI KA LONG,黎家朗,300,0
L05,Yau Oi South,友愛南,3,CHEUNG YUET LAN,蔣月蘭,1149,0
L06,Yau Oi North,友愛北,1,CHAN WAN SANG,陳雲生,1785,1
L06,Yau Oi North,友愛北,2,LAM LAP,林立,811,0
L07,Tsui Hing,翠興,1,CHU YIU WAH,朱耀華,1895,1
L07,Tsui Hing,翠興,2,NG SIU HONG,吳兆康,1175,0
L08,Shan King,山景,1,LEUNG MAN PUN,梁文斌,781,0
L08,Shan King,山景,2,NG KOON HUNG,吳觀鴻,2373,1
L09,King Hing,景興,,CHAN YAU HOI,陳有海,0,2
L10,Hing Tsak,興澤,1,TSUI FAN,徐帆,2513,1
L10,Hing Tsak,興澤,2,SETO CHUN PONG,司徒振邦,1040,0
L11,San Hui,新墟,1,MA YUK MUI,馬玉妹,680,0
L11,San Hui,新墟,2,KWU HON KEUNG,古漢強,1323,1
L12,Sam Shing,三聖,1,YUNG SAI MING,翁世銘,845,0
L12,Sam Shing,三聖,2,SO SHIU SHING,蘇炤成,1416,1
L13,Hanford,恆福,1,KEUNG KAI PONG,姜啟邦,963,0
L13,Hanford,恆福,2,CHU SHUN NGA BEATRICE,朱順雅,1447,1
L13,Hanford,恆福,3,LI KWAI FONG,李桂芳,1140,0
L14,Fu Sun,富新,1,HO PUI HAN,何佩嫻,899,0
L14,Fu Sun,富新,2,LUNG KANG SAN,龍更新,1016,1
L14,Fu Sun,富新,3,LI SHUK CHING ELSA,李淑貞,543,0
L15,Yuet Wu,悅湖,1,CHEUNG HANG FAI,張恒輝,1904,1
L15,Yuet Wu,悅湖,2,YIP LAI MEI NATALIE,葉麗媚,408,0
L15,Yuet Wu,悅湖,3,KWUN TUNG WING,官東榮,1189,0
L16,Siu Hei,兆禧,1,YIM TIN SANG,嚴天生,1608,1
L16,Siu Hei,兆禧,2,HAU KWOK TUNG,侯國東,1174,0
L17,Wu King,湖景,,LEUNG KIN MAN,梁健文,0,2
L18,Butterfly,蝴蝶,1,WAN SUI KEI,温瑞岐,418,0
L18,Butterfly,蝴蝶,2,TAI YIN CHIU,戴賢招,1342,0
L18,Butterfly,蝴蝶,3,SO OI KWAN,蘇愛群,1934,1
L19,Lok Tsui,樂翠,1,CHAN WAI YIP ALBERT,陳偉業,303,0
L19,Lok Tsui,樂翠,2,HO CHUN YAN,何俊仁,1876,1
L19,Lok Tsui,樂翠,3,SHUM KAM TIM,沈錦添,1477,0
L20,Lung Mun,龍門,1,LUNG SHUI HING,龍瑞卿,2310,1
L20,Lung Mun,龍門,2,FUNG CHEUK KI,馮卓奇,871,0
L20,Lung Mun,龍門,3,CHAN KIN CHEUNG,陳建璋,666,0
L21,San King,新景,1,LEE FUNG SIM,李鳳嬋,1085,0
L21,San King,新景,2,WONG LAI SHEUNG CATHERINE,黃麗嫦,2533,1
L22,Leung King,良景,1,CHING CHI HUNG,程志紅,2418,1
L22,Leung King,良景,2,TANG WAI KEUNG,唐偉強,1443,0
L23,Tin King,田景,1,TSANG CHUN HING,曾振興,1098,0
L23,Tin King,田景,2,LEE HUNG SHAM LOTHAR,李洪森,2306,1
L24,Po Tin,寶田,1,CHAN SAU WAN,陳秀雲,1270,0
L24,Po Tin,寶田,2,KONG WAN CHING,江雲菁,104,0
L24,Po Tin,寶田,3,SO KA MAN,蘇嘉雯,1971,1
L24,Po Tin,寶田,4,CHUNG YIU YEE,鍾耀儀,124,0
L25,Kin Sang,建生,1,CHAN MAN WAH,陳文華,2882,1
L25,Kin Sang,建生,2,LEE KAM TIM,李錦添,1089,0
L26,Siu Hong,兆康,1,CHAN SHU YING JOSEPHINE,陳樹英,2111,1
L26,Siu Hong,兆康,2,MO SHING FUNG,巫成鋒,1587,0
L26,Siu Hong,兆康,3,MAN CHI KIT,文志傑,151,0
L27,Prime View,景峰,1,HO HANG MUI,何杏梅,2732,1
L27,Prime View,景峰,2,CHUI KWAN NGAI,崔君毅,711,0
L27,Prime View,景峰,3,LAI RAYMOND,黎樂民,249,0
L28,Fu Tai,富泰,1,FONG LAI MAN,方麗雯,2433,0
L28,Fu Tai,富泰,2,CHAN MANWELL,陳文偉,2771,1
L29,Tuen Mun Rural,屯門鄉郊,,TO SHECK YUEN,陶錫源,0,2
M01,Fung Nin,豐年,1,LUI KIN,呂堅,2361,1
M01,Fung Nin,豐年,2,LEE KA WAH,李嘉華,800,0
M02,Shui Pin,水邊,1,YUEN MAN YEE,袁敏兒,2344,1
M02,Shui Pin,水邊,2,WONG KIN WING,黃健榮,1178,0
M03,Nam Ping,南屏,1,WONG WAI YIN ZACHARY,黃偉賢,2780,1
M03,Nam Ping,南屏,2,YAU KA KEUNG,邱嘉強,1004,0
M04,Pek Long,北朗,1,KWONG CHUN YU,鄺俊宇,2554,1
M04,Pek Long,北朗,2,CHAN CHI WAI,陳智偉,1302,0
M05,Yuen Long Centre,元朗中心,1,HUI CHIU FAN,許昭藩,756,0
M05,Yuen Long Centre,元朗中心,2,SIU LONG MING,蕭浪鳴,1912,1
M06,Fung Cheung,鳳翔,1,YU CHUNG LEUNG,余仲良,1580,0
M06,Fung Cheung,鳳翔,2,MAK IP SING,麥業成,1845,1
M07,Shap Pat Heung North,十八鄉北,,SHUM HO KIT,沈豪傑,0,2
M08,Shap Pat Heung South,十八鄉南,1,LEUNG MING KIN,梁明堅,2266,0
M08,Shap Pat Heung South,十八鄉南,2,CHING CHAN MING,程振明,3231,1
M09,Ping Shan South,屏山南,1,WONG SHING TONG,黃勝棠,1394,0
M09,Ping Shan South,屏山南,2,CHEUNG MUK LAM,張木林,2187,1
M10,Ping Shan North,屏山北,,TANG HING IP,鄧慶業,0,2
M11,Ha Tsuen,廈村,,TANG KA LEUNG,鄧家良,0,2
M12,Tin Shing,天盛,1,CHAN SZE CHING,陳思靜,2108,1
M12,Tin Shing,天盛,2,CHAN WAI CHING,陳惠清,1921,0
M13,Shui Oi,瑞愛,,KWOK KEUNG,郭強,0,2
M14,Shui Wah,瑞華,1,LAU KWUN HANG,劉冠亨,666,0
M14,Shui Wah,瑞華,2,CHOW WING KAN,周永勤,1698,1
M14,Shui Wah,瑞華,3,KO CHUN KIT,高俊傑,1021,0
M15,Chung Wah,頌華,1,LIU YAM,廖任,446,0
M15,Chung Wah,頌華,2,WONG WAI LING,黃煒鈴,1349,1
M16,Yuet Yan,悅恩,1,KEUNG KWOK WAI,強國偉,866,0
M16,Yuet Yan,悅恩,2,CHIU SAU HAN,趙秀嫻,1911,1
M17,Fu Yan,富恩,1,LEE CHEUK YAN,李卓人,1700,0
M17,Fu Yan,富恩,2,LAU KWAI YUNG,劉桂容,1838,1
M18,Yat Chak,逸澤,1,WONG YU CHOI,黃裕材,1561,0
M18,Yat Chak,逸澤,2,KWOK HING PING,郭慶平,1735,1
M19,Tin Heng,天恒,,LUK CHUNG HUNG,陸頌雄,0,2
M20,Wang Yat,宏逸,1,HO KA HONG,何家康,142,0
M20,Wang Yat,宏逸,2,NG YUK YING,吳玉英,987,0
M20,Wang Yat,宏逸,3,YIU KWOK WAI,姚國威,2274,1
M21,Ching King,晴景,1,TANG CHEUK HIM,鄧焯謙,1848,1
M21,Ching King,晴景,2,LAI SUET WING,黎雪詠,190,0
M21,Ching King,晴景,3,WONG CHUN TAT MICHAEL,王竣達,1443,0
M22,Kingswood North,嘉湖北,1,LEE YUET MAN,李月民,2685,1
M22,Kingswood North,嘉湖北,2,CHU SIU HUNG,朱韶洪,613,0
M23,Tsz Yau,慈祐,1,MA SHUK YIN,馬淑燕,2069,0
M23,Tsz Yau,慈祐,2,CHAN MEI LIN,陳美蓮,2459,1
M24,Tin Yiu,天耀,,LEUNG CHE CHEUNG,梁志祥,0,2
M25,Kingswood South,嘉湖南,,CHAM KA HUNG DANIEL,湛家雄,0,2
M26,Chung Pak,頌栢,1,CHAN WAI MAN,陳偉文,117,0
M26,Chung Pak,頌栢,2,TSE KUI SING,謝巨誠,745,0
M26,Chung Pak,頌栢,3,LI TSZ KEUNG THOMAS,李子強,391,0
M26,Chung Pak,頌栢,4,WONG CHEUK KIN,黃卓健,1032,1
M26,Chung Pak,頌栢,5,YEUNG SAI CHEONG VICTOR,楊世昌,349,0
M27,Fairview Park,錦綉花園,,YAU TAI TAI,邱帶娣,0,2
M28,San Tin,新田,1,CHAU CHUN KUN,周振勤,776,0
M28,San Tin,新田,2,MAN KWONG MING,文光明,1865,1
M29,Kam Tin,錦田,,TANG CHEUK YIN,鄧卓然,0,2
M30,Pat Heung North,八鄉北,1,TANG YUNG YIU RONNIE,鄧鎔耀,1350,0
M30,Pat Heung North,八鄉北,2,CHU HOI DICK EDDIE,朱凱廸,283,0
M30,Pat Heung North,八鄉北,3,TANG KWAI YAU,鄧貴有,1439,1
M31,Pat Heung South,八鄉南,1,FUNG YU CHUK FANCY,馮汝竹,767,0
M31,Pat Heung South,八鄉南,2,LAI WAI HUNG,黎偉雄,2747,1
N01,Luen Wo Hui,聯和墟,1,LAW SAI YAN,羅世恩,2159,1
N01,Luen Wo Hui,聯和墟,2,TSANG HING LUNG,曾興隆,1512,0
N02,Fanling Town,粉嶺市,1,LEUNG KA YUE GARY,梁家裕,928,0
N02,Fanling Town,粉嶺市,2,CHEUNG WAI YIP,張偉業,1224,0
N02,Fanling Town,粉嶺市,3,PANG CHUN SING GEORGE,彭振聲,1365,1
N02,Fanling Town,粉嶺市,4,IP MEI HO,葉美好,326,0
N03,Cheung Wah,祥華,1,MOK SIU LUN,莫兆麟,2344,0
N03,Cheung Wah,祥華,2,YIP YIU SHING CHRIS,葉曜丞,2508,1
N04,Wah Do,華都,1,LI KAI HANG,李啟恒,158,0
N04,Wah Do,華都,2,YIU MING,姚銘,3062,1
N04,Wah Do,華都,3,LI WING SHING,李永成,1956,0
N05,Wah Ming,華明,1,LAI SUM,賴心,2219,1
N05,Wah Ming,華明,2,LEE LAP HONG ALMUSTAFA,李立航,1517,0
N06,Yan Shing,欣盛,1,YAN WING LOK ALEXANDER,甄永樂,935,0
N06,Yan Shing,欣盛,2,LAU KWOK FAN,劉國勳,4791,1
N07,Shing Fuk,盛福,1,WAN WO TAT WARWICK,温和達,2885,1
N07,Shing Fuk,盛福,2,WONG HO CHUEN ERIC,王浩泉,1568,0
N08,Sheung Shui Rural,上水鄉郊,1,HAU FUK TAT SIMON,侯福達,2211,0
N08,Sheung Shui Rural,上水鄉郊,2,HAU KAM LAM,侯金林,2293,1
N09,Ching Ho,清河,1,LARM WAI LEUNG,藍偉良,2625,1
N09,Ching Ho,清河,2,SO CHIN LUNG TIM,蘇展龍,315,0
N09,Ching Ho,清河,3,TSUI KA KIT ALEXANDER,徐家傑,535,0
N10,Yu Tai,御太,1,TSANG KING CHUNG KENT,曾勁聰,1447,1
N10,Yu Tai,御太,2,TSANG SHEUNG CHI,曾尚智,639,0
N11,Choi Yuen,彩園,1,SO SAI CHI,蘇西智,2773,1
N11,Choi Yuen,彩園,2,AU WAI KONG,區維綱,349,0
N11,Choi Yuen,彩園,3,WONG SING CHI,黃成智,1673,0
N12,Shek Wu Hui,石湖墟,1,CHEUNG SHUK MAN,張淑雯,453,0
N12,Shek Wu Hui,石湖墟,2,CHOW KAM SIU JOSEPH,周錦紹,1210,0
N12,Shek Wu Hui,石湖墟,3,WONG YUN KEUNG SIMON,王潤強,1564,1
N12,Shek Wu Hui,石湖墟,4,HAU WING KONG ALVAN,侯榮光,506,0
N13,Tin Ping West,天平西,1,YIM CHI HANG,嚴志恆,1510,0
N13,Tin Ping West,天平西,2,WONG WANG TO,黃宏滔,1896,1
N14,Fung Tsui,鳳翠,1,LIU CHIU WA,廖超華,979,0
N14,Fung Tsui,鳳翠,2,LIU KWOK WAH,廖國華,1540,1
N14,Fung Tsui,鳳翠,3,LIU HING HUNG,廖興洪,996,0
N15,Sha Ta,沙打,1,WAN WO FAI,温和輝,2694,1
N15,Sha Ta,沙打,2,TSANG YUK ON,曾玉安,1773,0
N16,Tin Ping East,天平東,1,MOK FU WAH SIMON,莫富華,78,0
N16,Tin Ping East,天平東,2,YU CHI SHING PAUL,余智成,1006,0
N16,Tin Ping East,天平東,3,OR SIN YI WINDY,柯倩儀,1241,1
N16,Tin Ping East,天平東,4,LEUNG YUK CHEUNG,梁玉祥,1163,0
N17,Queen's Hill,皇后山,1,TANG KUN NIN TONY,鄧根年,2106,1
N17,Queen's Hill,皇后山,2,LI KWONG MING,李廣明,1779,0
P01,Tai Po Hui,大埔墟,1,YEUNG ALVIN NGOK KIU,楊岳橋,880,0
P01,Tai Po Hui,大埔墟,2,LI KWOK YING,李國英,1172,1
P02,Tai Po Central,大埔中,1,AU CHUN WAH,區鎮樺,1271,1
P02,Tai Po Central,大埔中,2,CHENG MEI LAM,鄭美琳,815,0
P02,Tai Po Central,大埔中,3,CHEUNG CHI WAI THOMAS,張志偉,634,0
P03,Chung Ting,頌汀,,TAM WING FUN ERIC,譚榮勳,0,2
P04,Tai Yuen,大元,1,SO MA TSUN,蘇馬俊,1293,0
P04,Tai Yuen,大元,2,CHENG CHUN PING,鄭俊平,1746,1
P05,Fu Heng,富亨,1,YAM MAN CHUEN,任萬全,1966,0
P05,Fu Heng,富亨,2,WONG CHAU PAK,王秋北,2020,1
P06,Yee Fu,怡富,1,WOO KIN MAN CLEMENT,胡健民,1992,0
P06,Yee Fu,怡富,2,YAM KAI BONG,任啟邦,3864,1
P07,Fu Ming Sun,富明新,1,KWAN WING YIP,關永業,2780,1
P07,Fu Ming Sun,富明新,2,WONG YUEN SANG,黃元生,1458,0
P08,Kwong Fuk & Plover Cove,廣福及寶湖,,LAM CHUEN,林泉,0,2
P09,Wang Fuk,宏福,,WONG PIK KIU,黃碧嬌,0,2
P10,Tai Po Kau,大埔滘,,CHAN SIU KUEN,陳笑權,0,2
P11,Wan Tau Tong,運頭塘,1,CHAN HON HUNG,陳漢雄,499,0
P11,Wan Tau Tong,運頭塘,2,YU CHI WING,余智榮,2881,1
P11,Wan Tau Tong,運頭塘,3,LEE CHI SHING EDWARD,李志成,1311,0
P12,San Fu,新富,1,LAM CHING LUN,林精倫,306,0
P12,San Fu,新富,2,LO SOU CHOUR,羅舜泉,2129,1
P12,San Fu,新富,3,CHUNG YUK FAI DONALD,鍾旭輝,662,0
P13,Lam Tsuen Valley,林村谷,1,CHAN CHO LEUNG,陳灶良,2953,1
P13,Lam Tsuen Valley,林村谷,2,CHEUNG KWOK YIU,張國耀,1678,0
P14,Po Nga,寶雅,1,WONG YUNG KAN,黃容根,2417,1
P14,Po Nga,寶雅,2,CHEUNG KAM HUNG KENNETH,張錦雄,1196,0
P15,Tai Wo,太和,1,CHENG CHUN WO,鄭俊和,3236,1
P15,Tai Wo,太和,2,LEE LAI LAI LILY,李麗麗,688,0
P16,Old Market & Serenity,舊墟及太湖,1,YIK KIN HING,易健卿,37,0
P16,Old Market & Serenity,舊墟及太湖,2,LEE KIN MAN EDMUND,李健文,1269,0
