Constituency Code,Constituency,選區,Candidate Number,Name of Candidate,候選人姓名,No. of Votes Received,Result
N07,SHING FUK,盛福,,WAN WO TAT WARWICK,温和達,0,2
N08,FANLING SOUTH,粉嶺南,1,HO SHU KWONG RAYMOND,何樹光,1824,1
N08,FANLING SOUTH,粉嶺南,2,WONG SING CHI,黃成智,992,0
N09,CHING HO,清河,,LARM WAI LEUNG,藍偉良,0,2
N10,YU TAI,御太,1,TSANG KING CHUNG KENT,曾勁聰,1922,1
N10,YU TAI,御太,2,SHEK FONG YAU,石房有,326,0
N10,YU TAI,御太,3,HAU WING KONG ALVAN,侯榮光,672,0
N11,SHEUNG SHUI RURAL,上水鄉郊,1,HAU KAM LAM,侯金林,2474,0
N11,SHEUNG SHUI RURAL,上水鄉郊,2,HAU FUK TAT SIMON,侯福達,2934,1
N12,CHOI YUEN,彩園,1,SO SAI CHI,蘇西智,2481,1
N12,CHOI YUEN,彩園,2,LEUNG KAM SHING CLARENCE RONALD,梁金成,1975,0
N13,SHEK WU HUI,石湖墟,1,LAU HON KIN,劉匡健,90,0
N13,SHEK WU HUI,石湖墟,2,WONG YUN KEUNG SIMON,王潤強,1760,0
N13,SHEK WU HUI,石湖墟,3,LAM CHEUK TING,林卓廷,2390,1
N14,TIN PING WEST,天平西,1,POON TAK WING,潘德榮,1445,0
N14,TIN PING WEST,天平西,2,WONG WANG TO,黃宏滔,2219,1
N14,TIN PING WEST,天平西,3,LEE CHING HEI,李政熙,797,0
N15,FUNG TSUI,鳳翠,1,YU MAN KWONG,余萬光,981,0
N15,FUNG TSUI,鳳翠,2,LIU KWOK WAH,廖國華,1460,0
N15,FUNG TSUI,鳳翠,3,LIU HING HUNG,廖興洪,1649,1
N16,SHA TA,沙打,1,WAN WO FAI,温和輝,2307,1
N16,SHA TA,沙打,2,TSANG YUK ON,曾玉安,1104,0
N16,SHA TA,沙打,3,CHEUNG KWAI CHOI,張貴財,651,0
N16,SHA TA,沙打,4,CHU OI PING,朱愛平,111,0
N17,TIN PING EAST,天平東,1,LAU KI FUNG,劉其烽,1726,1
N17,TIN PING EAST,天平東,2,OR SIN YI WINDY,柯倩儀,1567,0
N17,TIN PING EAST,天平東,3,YU CHI SHING PAUL,余智成,603,0
N18,QUEEN'S HILL,皇后山,,TANG KUN NIN TONY,鄧根年,0,2
P01,TAI PO HUI,大埔墟,1,LI KWOK YING,李國英,1096,1
P01,TAI PO HUI,大埔墟,2,CHOY WING MUI MOLLY,蔡咏梅,865,0
P02,TAI PO CENTRAL,大埔中,1,MUI SIU FUNG,梅少峰,1444,0
P02,TAI PO CENTRAL,大埔中,2,AU CHUN WAH,區鎮樺,1866,1
P02,TAI PO CENTRAL,大埔中,3,MAN WAI KEUNG,文偉強,384,0
P03,CHUNG TING,頌汀,1,LUI NOK,雷諾,1810,0
P03,CHUNG TING,頌汀,2,TAM WING FUN ERIC,譚榮勳,1881,1
P04,TAI YUEN,大元,1,AU CHUN HO,區鎮濠,1334,0
P04,TAI YUEN,大元,2,CHENG CHUN PING,鄭俊平,2017,1
P05,FU HENG,富亨,1,WONG CHAU PAK,王秋北,1417,0
P05,FU HENG,富亨,2,YAM MAN CHUEN,任萬全,3716,1
P06,YEE FU,怡富,1,CHEUNG FUNG YIN,張鳳燕,1607,0
P06,YEE FU,怡富,2,YAM KAI BONG,任啟邦,4148,1
P07,FU MING SUN,富明新,1,KWAN WING YIP,關永業,3147,1
P07,FU MING SUN,富明新,2,CHAN YUNG WA,陳勇華,1122,0
P08,KWONG FUK & PLOVER COVE,廣福及寶湖,1,WONG PIK KIU,黃碧嬌,2248,1
P08,KWONG FUK & PLOVER COVE,廣福及寶湖,2,KWOK SHU YAN,郭樹仁,363,0
P08,KWONG FUK & PLOVER COVE,廣福及寶湖,3,CHOW BENJAMIN,周弘隆,779,0
P09,WANG FUK,宏福,1,WOO KIN MAN CLEMENT,胡健民,2120,1
P09,WANG FUK,宏福,2,MAN NIM CHI,文念志,1570,0
P10,TAI PO KAU,大埔滘,,CHAN SIU KUEN,陳笑權,0,2
P11,WAN TAU TONG,運頭塘,1,CHENG WAI,鄭煒,2123,0
P11,WAN TAU TONG,運頭塘,2,YU CHI WING,余智榮,2711,1
P12,SAN FU,新富,1,KWOK WING KIN,郭永健,2064,0
P12,SAN FU,新富,2,LO HIU FUNG,羅曉楓,2447,1
P12,SAN FU,新富,3,WU KAM FAI,胡錦輝,129,0
P13,LAM TSUEN VALLEY,林村谷,1,WAN YUK WING,温玉榮,374,0
P13,LAM TSUEN VALLEY,林村谷,2,CHAN CHO LEUNG,陳灶良,2468,1
P13,LAM TSUEN VALLEY,林村谷,3,LAM CHUN CHEUNG,林春祥,1744,0
P14,PO NGA,寶雅,1,CHOW YUEN WAI,周炫瑋,2683,1
P14,PO NGA,寶雅,2,WONG YUNG KAN,黃容根,2292,0
P15,TAI WO,太和,,CHENG CHUN WO,鄭俊和,0,2
P16,OLD MARKET & SERENITY,舊墟及太湖,1,LAU YUNG WAI,劉勇威,2170,1
P16,OLD MARKET & SERENITY,舊墟及太湖,2,CHEUNG KWOK WAI,張國慧,1699,0
P17,HONG LOK YUEN,康樂園,1,MAN CHEN FAI,文春輝,1132,0
P17,HONG LOK YUEN,康樂園,2,TANG MING TAI PATRICK,鄧銘泰,1780,1
P18,SHUEN WAN,船灣,,LAU CHEE SING,劉志成,0,2
P19,SAI KUNG NORTH,西貢北,1,LI WAH KWONG REX,李華光,1024,1
P19,SAI KUNG NORTH,西貢北,2,LEE KWAI YAU VICTOR,李貴有,1004,0
Q01,SAI KUNG CENTRAL,西貢市中心,1,CHEUNG SZE KIT ALAN,章士傑,843,0
Q01,SAI KUNG CENTRAL,西貢市中心,2,NG SZE FUK,吳仕福,1723,1
Q02,PAK SHA WAN,白沙灣,1,PO WAI MING,浦偉明,1109,0
Q02,PAK SHA WAN,白沙灣,2,HIEW MOO SIEW,邱戊秀,1539,1
Q03,SAI KUNG ISLANDS,西貢離島,,LI KA LEUNG PHILIP,李家良,0,2
Q04,HANG HAU EAST,坑口東,1,LAU MAN CHOI NEWMAN,劉敏財,810,0
Q04,HANG HAU EAST,坑口東,2,LAU WAI CHEUNG PETER,劉偉章,962,1
Q05,HANG HAU WEST,坑口西,1,LUK SAU CHING,陸秀貞,1027,0
Q05,HANG HAU WEST,坑口西,2,YAU YUK LUN,邱玉麟,1397,1
Q06,PO YEE,寶怡,1,TSE CHING FUNG,謝正楓,2361,1
Q06,PO YEE,寶怡,2,NG SHUET SHAN,吳雪山,1838,0
Q07,WAI KING,維景,1,WONG SHING KWONG,黃成光,357,0
Q07,WAI KING,維景,2,CHAN KAI WAI,陳繼偉,3014,1
Q08,DO SHIN,都善,1,SO HO,蘇浩,572,0
Q08,DO SHIN,都善,2,MOK RUBY,莫繡安,617,0
Q08,DO SHIN,都善,3,SHUEN PAK MAN ANDREW,孫柏文,531,0
Q08,DO SHIN,都善,4,CHEUNG CHIN PANG,張展鵬,1216,1
Q09,KIN MING,健明,1,CHAU KA LOK,周家樂,710,0
Q09,KIN MING,健明,2,LEUNG LI,梁里,3719,1
Q10,CHOI KIN,彩健,1,NG JACOB,吳東河,1791,0
Q10,CHOI KIN,彩健,2,HO MAN KIT RAYMOND,何民傑,2873,1
Q11,O TONG,澳唐,1,AU YEUNG HO KWAN,歐陽浩崑,1314,0
Q11,O TONG,澳唐,2,LUI MAN KWONG,呂文光,1831,1
Q11,O TONG,澳唐,3,KO WING LUEN,高永聯,1036,0
Q12,FU KWAN,富君,1,LUK PING CHOI,陸平才,2087,1
Q12,FU KWAN,富君,2,LUI KIM HO,呂劍豪,1671,0
Q12,FU KWAN,富君,3,SHEK YUEN HON,石遠康,43,0
Q13,KWAN PO,軍寶,1,LEE KWOK PUI,李國培,534,0
Q13,KWAN PO,軍寶,2,CHAN CHIN CHUN,陳展浚,480,0
Q13,KWAN PO,軍寶,3,LEE SUN ANTONY,李新,583,0
Q13,KWAN PO,軍寶,4,WONG TIN YAU,黃天佑,487,0
Q13,KWAN PO,軍寶,5,LAI MING CHAK,黎銘澤,784,1
Q14,NAM ON,南安,1,CHAU YIN MING FRANCIS,周賢明,3359,1
Q14,NAM ON,南安,2,YU KAI CHUN,余啟津,985,0
Q15,HONG KING,康景,1,CHAN KIN CHUN KEN,陳健浚,2446,0
Q15,HONG KING,康景,2,LAM SIU CHUNG FRANKIE,林少忠,3274,1
Q16,TSUI LAM,翠林,1,CHAN YUEN PAN,陳源彬,1396,0
Q16,TSUI LAM,翠林,2,TAM LANNY,譚領律,3051,1
Q17,PO LAM,寶林,1,AU NING FAT ALFRED,區能發,2446,1
Q17,PO LAM,寶林,2,WONG LOK YIN,黃樂然,779,0
Q17,PO LAM,寶林,3,CHEUNG CHI TUNG,張志董,913,0
Q18,YAN YING,欣英,1,YEUNG HO CHUEN,楊浩泉,1007,0
Q18,YAN YING,欣英,2,CHUNG KAM LUN,鍾錦麟,3283,1
Q18,YAN YING,欣英,3,LIU TSZ CHUNG MICHAEL,廖子聰,1229,0
Q19,WAN HANG,運亨,1,SUN WAI KEI,申偉基,2313,0
Q19,WAN HANG,運亨,2,FAN GARY KWOK WAI,范國威,3104,1
Q19,WAN HANG,運亨,3,LAI TZE WAH,黎子華,117,0
Q20,KING LAM,景林,1,WAN KAI MING,温啟明,2878,1
Q20,KING LAM,景林,2,LAM WING YIN,林咏然,2707,0
Q21,HAU TAK,厚德,1,LING MAN HOI,凌文海,2679,1
Q21,HAU TAK,厚德,2,TSANG HO MAN,曾浩文,2261,0
Q22,FU NAM,富藍,1,CHAN YIU MING,陳耀銘,2113,0
Q22,FU NAM,富藍,2,CHAN POK CHI,陳博智,2207,1
Q23,TAK MING,德明,,WAN YUET CHEUNG,温悅昌,0,2
Q24,SHEUNG TAK,尚德,1,CHOI KIN CHING,蔡乾正,650,0
Q24,SHEUNG TAK,尚德,2,KAN SIU KEI,簡兆祺,2978,1
Q24,SHEUNG TAK,尚德,3,WONG FAI,黃輝,1662,0
Q25,KWONG MING,廣明,1,SHI HAU KIT SIMON,舒孝傑,777,0
Q25,KWONG MING,廣明,2,CHOI MING HEI,蔡明禧,1055,0
Q25,KWONG MING,廣明,3,CHONG YUEN TUNG,莊元苳,3373,1
Q26,WAN PO NORTH,環保北,1,CHUI TING PONG,崔定邦,665,0
Q26,WAN PO NORTH,環保北,2,FONG KWOK SHAN CHRISTINE,方國珊,2667,1
Q27,WAN PO SOUTH,環保南,1,CHEUNG MEI HUNG,張美雄,2188,1
Q27,WAN PO SOUTH,環保南,2,WU CHEUK HIM,胡綽謙,539,0
R01,SHA TIN TOWN CENTRE,沙田市中心,1,WONG CHI YUNG,黃自勇,1328,0
R01,SHA TIN TOWN CENTRE,沙田市中心,2,WAI HING CHEUNG,衞慶祥,2759,1
R02,LEK YUEN,瀝源,1,WONG YUE HON,黃宇翰,1799,1
R02,LEK YUEN,瀝源,2,WONG HO MING,黃浩銘,1406,0
R03,WO CHE ESTATE,禾輋邨,1,YUE SHIN MAN ANNA,余倩雯,2495,1
R03,WO CHE ESTATE,禾輋邨,2,LEE WAI FUNG,李煒鋒,1602,0
R03,WO CHE ESTATE,禾輋邨,3,LEE TAK WAH,李德華,1185,0
R04,CITY ONE,第一城,,WONG KA WING,黃嘉榮,0,2
R05,YUE SHING,愉城,,LEUNG KA FAI,梁家輝,0,2
R06,WONG UK,王屋,1,LEUNG CHI WAI,梁志偉,1936,0
R06,WONG UK,王屋,2,LAI TSZ YAN,黎梓恩,2111,1
R07,SHA KOK,沙角,1,CHAN BILLY SHIU YEUNG,陳兆陽,2627,1
R07,SHA KOK,沙角,2,YEUNG SIN HUNG,楊倩紅,2437,0
R08,POK HONG,博康,1,CHIU CHU PONG,趙柱幫,2859,1
R08,POK HONG,博康,2,CHAN KWOK TIM,陳國添,2666,0
R09,JAT MIN,乙明,1,CHAU PING HIM,周秉謙,541,0
R09,JAT MIN,乙明,2,YIP KA MING MICHAEL,葉家明,1050,0
R09,JAT MIN,乙明,3,YAU MAN CHUN,丘文俊,3221,1
R10,CHUN FUNG,秦豐,1,LEUNG KA WAI,梁家瑋,1578,0
R10,CHUN FUNG,秦豐,2,CHAN NOK HANG,陳諾恒,3724,1
R11,SUN TIN WAI,新田圍,1,LI LOK YAN,李樂昕,1488,0
R11,SUN TIN WAI,新田圍,2,CHING CHEUNG YING,程張迎,2455,1
R12,CHUI TIN,翠田,1,HUI YUI YU,許鋭宇,2048,1
R12,CHUI TIN,翠田,2,WONG CHAK PIU PHILIP,黃澤標,1675,0
R13,HIN KA,顯嘉,1,LAM CHUNG YAN,林松茵,2473,1
R13,HIN KA,顯嘉,2,MOK WAI HUNG,莫偉雄,1713,0
R14,LOWER SHING MUN,下城門,1,TONG HOK LEUNG,唐學良,1209,1
R14,LOWER SHING MUN,下城門,2,LEE YUEN KAM,李源錦,987,0
R14,LOWER SHING MUN,下城門,3,CHONG YIU KAN SHERMAN,莊耀勤,1175,0
R15,WAN SHING,雲城,1,WONG LEUNG HI,黃良喜,962,0
R15,WAN SHING,雲城,2,CHEUNG TAK WING,張德榮,927,0
R15,WAN SHING,雲城,3,HO HAU CHEUNG,何厚祥,1989,1
R16,KENG HAU,徑口,1,NG KAM HUNG,吳錦雄,2826,1
R16,KENG HAU,徑口,2,HO KWOK WAH GEORGE,何國華,2144,0
R17,TIN SUM,田心,,PUN KWOK SHAN,潘國山,0,2
R18,CHUI KA,翠嘉,1,WAI TAK LUN,韋德麟,1029,0
R18,CHUI KA,翠嘉,2,LEE KAM MING,李錦明,1068,0
R18,CHUI KA,翠嘉,3,LI SAI HUNG,李世鴻,2433,1
R19,TAI WAI,大圍,1,TUNG KIN LEI,董健莉,3649,1
R19,TAI WAI,大圍,2,LEUNG CHUN HIN,梁鎮軒,2087,0
R20,CHUNG TIN,松田,1,WONG HOK LAI,黃學禮,1631,1
R20,CHUNG TIN,松田,2,LO YUET CHAU,勞越洲,662,0
R20,CHUNG TIN,松田,3,TANG WING CHEONG,鄧永昌,1268,0
R21,SUI WO,穗禾,1,YAU CHI KIN,邱智堅,1984,0
R21,SUI WO,穗禾,2,PANG CHEUNG WAI THOMAS,彭長緯,2160,1
R21,SUI WO,穗禾,3,LI SUI HA,李瑞霞,101,0
R22,FO TAN,火炭,1,PONG SCARLETT OI LAN,龐愛蘭,1905,1
R22,FO TAN,火炭,2,CHAN MAN FAI,陳文煇,1250,0
R23,CHUN MA,駿馬,1,HO WAI LOK,何偉樂,1169,0
R23,CHUN MA,駿馬,2,SIU HIN HONG,蕭顯航,1658,1
R23,CHUN MA,駿馬,3,CHENG WING CHUNG,鄭榮宗,148,0
R24,CHUNG ON,頌安,1,QUAT ELIZABETH,葛珮帆,2376,0
R24,CHUNG ON,頌安,2,YIP WING,葉榮,2506,1
R25,KAM TO,錦濤,1,YEUNG MAN YUI,楊文鋭,2455,0
R25,KAM TO,錦濤,2,CHAN KWOK KEUNG,陳國強,2592,1
R26,MA ON SHAN TOWN CENTRE,馬鞍山市中心,1,LEE CHI WING ALVIN,李子榮,2391,1
R26,MA ON SHAN TOWN CENTRE,馬鞍山市中心,2,MAN CHI WAI,文志偉,1106,0
R27,LEE ON,利安,1,MAK YUN PUI,麥潤培,3938,1
R27,LEE ON,利安,2,KONG CHEUK WAI,江卓偉,33,0
R27,LEE ON,利安,3,LO TAI SUEN ADA,羅棣萱,1767,0
R28,FU LUNG,富龍,1,TSANG SO LAI,曾素麗,3027,1
R28,FU LUNG,富龍,2,LAW KWONG KEUNG,羅光強,2730,0
R29,WU KAI SHA,烏溪沙,1,LI WING SHING,李永成,1567,1
R29,WU KAI SHA,烏溪沙,2,SIO CHAN IN DEVIN,蕭震然,1121,0
R30,KAM YING,錦英,1,TONG PO CHUN,湯寶珍,1442,0
R30,KAM YING,錦英,2,LI PO MUI,李寶妹,888,0
R30,KAM YING,錦英,3,TING TSZ YUEN,丁仕元,1612,1
R30,KAM YING,錦英,4,LAW SIU CHUN,羅兆冲,1176,0
R31,YIU ON,耀安,1,LI SAI WING,李世榮,3021,1
R31,YIU ON,耀安,2,CHEUNG PIK HA,張碧霞,2071,0
R32,HENG ON,恒安,1,LAM TAK WAI,林德偉,2706,0
R32,HENG ON,恒安,2,CHENG TSUK MAN,鄭則文,3740,1
R33,ON TAI,鞍泰,1,CHIU MAN LEONG,招文亮,3657,1
R33,ON TAI,鞍泰,2,YAU YUET WAH DONNA,游月華,2647,0
R34,TAI SHUI HANG,大水坑,1,YUNG MING CHAU MICHAEL,容溟舟,2964,1
R34,TAI SHUI HANG,大水坑,2,CHEUNG CHI YIN,張子賢,2629,0
R35,YU YAN,愉欣,,YIU KA CHUN,姚嘉俊,0,2
R36,BIK WOO,碧湖,1,OWEN OI MING EMILY,翁愛明,1490,0
R36,BIK WOO,碧湖,2,WONG PING FAN,黃冰芬,2352,1
R36,BIK WOO,碧湖,3,LAU WAI LUN,劉偉倫,1151,0
R37,KWONG HONG,廣康,1,CHOI CHUN CHIU PAUL,蔡振超,1028,0
R37,KWONG HONG,廣康,2,WONG FU SANG,王虎生,2034,1
R37,KWONG HONG,廣康,3,NG WAI LING,吳惠靈,1828,0
R38,KWONG YUEN,廣源,1,CHAN MAN KUEN,陳敏娟,2525,1
R38,KWONG YUEN,廣源,2,SUNG TSZ MING,宋子明,1553,0
S01,KWAI HING,葵興,1,LEUNG CHI SHING,梁志成,2931,1
S01,KWAI HING,葵興,2,LEUNG CHI HO,梁志豪,1139,0
S02,KWAI SHING EAST ESTATE,葵盛東邨,1,CHAN YUK LING,陳玉玲,75,0
S02,KWAI SHING EAST ESTATE,葵盛東邨,2,MO SANG TUNG,巫辰冬,1833,0
S02,KWAI SHING EAST ESTATE,葵盛東邨,3,LEUNG KWONG CHEONG,梁廣昌,677,0
S02,KWAI SHING EAST ESTATE,葵盛東邨,4,CHOW WAI HUNG RAYMAN,周偉雄,3212,1
S03,UPPER TAI WO HAU,上大窩口,1,LAU CHIN PANG,劉展鵬,1589,0
S03,UPPER TAI WO HAU,上大窩口,2,HUI KEI CHEUNG,許祺祥,2217,1
S04,LOWER TAI WO HAU,下大窩口,1,WONG BING KUEN,黃炳權,3098,1
S04,LOWER TAI WO HAU,下大窩口,2,CHEUNG WAI MAN,張偉文,1369,0
S05,KWAI CHUNG ESTATE NORTH,葵涌邨北,1,LEUNG KAM WAI,梁錦威,2195,1
S05,KWAI CHUNG ESTATE NORTH,葵涌邨北,2,LEUNG KONG MING,梁崗銘,1617,0
S06,KWAI CHUNG ESTATE SOUTH,葵涌邨南,1,LEE WANG FUNG,李宏峯,1790,0
S06,KWAI CHUNG ESTATE SOUTH,葵涌邨南,2,WONG YUN TAT,黃潤達,2320,1
S07,SHEK YAM,石蔭,1,LI SAI LUNG,李世隆,2907,1
S07,SHEK YAM,石蔭,2,WAN SIU KIN ANDREW,尹兆堅,2853,0
S08,ON YAM,安蔭,1,LEUNG TSZ WING DENNIS,梁子穎,2714,1
S08,ON YAM,安蔭,2,LEUNG WING KUEN,梁永權,1831,0
S09,SHEK LEI SOUTH,石籬南,1,LEUNG KWOK WAH,梁國華,2974,0
S09,SHEK LEI SOUTH,石籬南,2,NG KA CHIU,吳家超,3141,1
S10,SHEK LEI NORTH,石籬北,1,LAM SIU FAI,林紹輝,2981,1
S10,SHEK LEI NORTH,石籬北,2,CHEUNG IP MEI,張燁媚,1459,0
S11,TAI PAK TIN,大白田,1,KWOK FU YUNG,郭芙蓉,2884,1
S11,TAI PAK TIN,大白田,2,TSUI SANG HUNG SAMMY,徐生雄,1997,0
S12,KWAI FONG,葵芳,1,LEUNG YIU CHUNG,梁耀忠,3301,1
S12,KWAI FONG,葵芳,2,CHAN MAN LUEN YING,陳萬聯應,1624,0
S13,WAH LAI,華麗,1,TAI PUI SHAN CHRISTABEL DONNA,戴沛珊,263,0
S13,WAH LAI,華麗,2,YUEN KWOK KI,阮國基,707,0
S13,WAH LAI,華麗,3,WONG YIU CHUNG,黃耀聰,2130,1
S14,LAI WAH,荔華,,CHU LAI LING,朱麗玲,0,2
S15,CHO YIU,祖堯,1,PAU MING HONG,鮑銘康,2986,1
S15,CHO YIU,祖堯,2,LO WAI LAN,盧慧蘭,580,0
S15,CHO YIU,祖堯,3,CHAN TAK CHEUNG,陳德章,1230,0
S16,HING FONG,興芳,1,LEUNG KAR MING,梁嘉銘,2629,0
S16,HING FONG,興芳,2,NG KIM SING,吳劍昇,2701,1
S17,LAI KING,荔景,,CHOW YICK HAY,周奕希,0,2
S18,KWAI SHING WEST ESTATE,葵盛西邨,1,LAU MEI LO,劉美璐,3157,1
S18,KWAI SHING WEST ESTATE,葵盛西邨,2,LEUNG CHING SHAN,梁靜珊,2146,0
S19,ON HO,安灝,1,TAM WAI CHUN,譚惠珍,3021,1
S19,ON HO,安灝,2,LAU SIU HANG,劉肇恒,2667,0
S20,WAI YING,偉盈,,MAK MEI KUEN ALICE,麥美娟,0,2
S21,TSING YI ESTATE,青衣邨,1,CHENG HIU LING,鄭曉玲,1311,0
S21,TSING YI ESTATE,青衣邨,2,CHIU CHIT UE,趙哲妤,655,0
S21,TSING YI ESTATE,青衣邨,3,YU LAP ON,余立安,54,0
S21,TSING YI ESTATE,青衣邨,4,CHAN SIU MAN SIMON,陳笑文,2419,1
S22,GREENFIELD,翠怡,1,CHEUNG WAI CHING CLARICE,張慧晶,3467,1
S22,GREENFIELD,翠怡,2,POON SIU PING NANCY,潘小屏,578,0
S23,CHEUNG CHING,長青,1,LEE CHI KEUNG ALAN,李志強,3223,1
S23,CHEUNG CHING,長青,2,WONG KWONG MO,黃光武,1273,0
S24,CHEUNG HONG,長康,,TSUI HIU KIT,徐曉杰,0,2
S25,SHING HONG,盛康,1,FU MOON FONG FERDINAND,傅滿芳,990,0
S25,SHING HONG,盛康,2,LEUNG WAI MAN,梁偉文,2345,1
S26,TSING YI SOUTH,青衣南,1,IP YAM SHEK JOHNATHAN,葉荏碩,1654,0
S26,TSING YI SOUTH,青衣南,2,POON CHI SHING,潘志成,3214,1
S27,CHEUNG HANG,長亨,1,LUI KO WAI,雷可畏,165,0
S27,CHEUNG HANG,長亨,2,LAM LAP CHI,林立志,1838,0
S27,CHEUNG HANG,長亨,3,LO YUEN TING,盧婉婷,2814,1
S27,CHEUNG HANG,長亨,4,HA LUNG WAN,夏龍雲,168,0
S28,CHING FAT,青發,1,WONG KIN LONG,黃健朗,233,0
S28,CHING FAT,青發,2,LAU CHI KIT,劉子傑,2283,0
S28,CHING FAT,青發,3,LEE HON SAM,李漢森,282,0
S28,CHING FAT,青發,4,LAM CHUI LING NANCY,林翠玲,2648,1
S29,CHEUNG ON,長安,1,LAW KING SHING,羅競成,2359,1
S29,CHEUNG ON,長安,2,WONG CHUN KIT,黃俊傑,1467,0
S29,CHEUNG ON,長安,3,HO CHI WAI,何志偉,554,0
T01,LANTAU,大嶼山,1,YU HON KWAN,余漢坤,1895,1
T01,LANTAU,大嶼山,2,LAU KING CHEUNG,劉敬彰,653,0
T01,LANTAU,大嶼山,3,YUEN YUK WAH,袁玉華,727,0
T01,LANTAU,大嶼山,4,TAM SAU NGOR,譚秀娥,486,0
T02,YAT TUNG ESTATE NORTH,逸東邨北,1,LEUNG HON WAI,梁漢威,900,0
T02,YAT TUNG ESTATE NORTH,逸東邨北,2,TANG KA PIU,鄧家彪,3061,1
T03,YAT TUNG ESTATE SOUTH,逸東邨南,1,LO KWONG SHING ANDY,老廣成,2001,0
T03,YAT TUNG ESTATE SOUTH,逸東邨南,2,KWOK PING,郭平,2469,1
T04,TUNG CHUNG NORTH,東涌北,1,FU HIU LAM SAMMI,傅曉琳,1929,1
T04,TUNG CHUNG NORTH,東涌北,2,YU CHUN CHEUNG PETER,余俊翔,1897,0
T05,TUNG CHUNG SOUTH,東涌南,1,WONG CHUN YEUNG,王進洋,1917,0
T05,TUNG CHUNG SOUTH,東涌南,2,CHOW HO DING HOLDEN,周浩鼎,2161,1
T06,DISCOVERY BAY,愉景灣,1,CHIU TAK WAI,趙德威,860,0
T06,DISCOVERY BAY,愉景灣,2,YUNG WING SHEUNG AMY,容詠嫦,1176,1
T06,DISCOVERY BAY,愉景灣,3,HU ZILIANG,胡子良,113,0
T07,PENG CHAU & HEI LING CHAU,坪洲及喜靈洲,,TSANG SAU HO JOSEPHINE,曾秀好,0,2
T08,LAMMA & PO TOI,南丫及蒲台,,YU LAI FAN,余麗芬,0,2
T09,CHEUNG CHAU SOUTH,長洲南,1,LAM KIT SING,林潔聲,460,0
T09,CHEUNG CHAU SOUTH,長洲南,2,LEUNG KWOK HO,梁國豪,838,0
T09,CHEUNG CHAU SOUTH,長洲南,3,KWONG KOON WAN,鄺官穩,1487,1
T10,CHEUNG CHAU NORTH,長洲北,1,LEE KWAI CHUN,李桂珍,1681,1
T10,CHEUNG CHAU NORTH,長洲北,2,KWONG WAI KUEN,鄺惠娟,480,0
