Constituency Code,Constituency,選區,Candidate Number,Name of Candidate,候選人姓名,No. of Votes Received,Result
A01,CHUNG WAN,中環,1,HUI CHI FUNG,許智峯,1090,1
A01,CHUNG WAN,中環,2,LAU WAI YAN VIENNA,劉尉欣,940,0
A02,MID LEVELS EAST,半山東,1,NG SIU HONG,吳兆康,1521,1
A02,MID LEVELS EAST,半山東,2,CHEUNG YICK HUNG JACKIE,張翼雄,1466,0
A03,CASTLE ROAD,衛城,1,CHENG LAI KING,鄭麗琼,1457,1
A03,CASTLE ROAD,衛城,2,NG LUNG FEI,吳龍飛,1311,0
A04,PEAK,山頂,1,CHAN SHU MOON,陳樹滿,317,0
A04,PEAK,山頂,2,CHAN HO LIM JOSEPH,陳浩濂,1837,1
A05,UNIVERSITY,大學,1,LAU EDWARD WAI TAK,劉偉德,1455,0
A05,UNIVERSITY,大學,2,CHAN CHIT KWAI,陳㨗貴,1844,1
A06,KENNEDY TOWN & MOUNT DAVIS,堅摩,1,SIN CHEUK NAM,冼卓嵐,1072,0
A06,KENNEDY TOWN & MOUNT DAVIS,堅摩,2,CHOW SAI KIT,周世傑,838,0
A06,KENNEDY TOWN & MOUNT DAVIS,堅摩,3,CHAN HOK FUNG,陳學鋒,1859,1
A07,KWUN LUNG,觀龍,1,LEUNG CHUNG HANG SIXTUS,梁頌恆,1569,0
A07,KWUN LUNG,觀龍,2,YEUNG HOI WING,楊開永,2491,1
A08,SAI WAN,西環,1,CHONG WING FAI WINFIELD,莊榮輝,1898,0
A08,SAI WAN,西環,2,CHEUNG KWOK KWAN,張國鈞,2011,1
A09,BELCHER,寶翠,1,YIP WING SHING,葉永成,2397,1
A09,BELCHER,寶翠,2,YEUNG SUI YIN,楊浩然,2328,0
A10,SHEK TONG TSUI,石塘咀,1,YIP KAM LUNG SAM,葉錦龍,1336,0
A10,SHEK TONG TSUI,石塘咀,2,CHAN CHOI HI,陳財喜,1898,1
A11,SAI YING PUN,西營盤,1,LO YEE HANG,盧懿杏,1790,1
A11,SAI YING PUN,西營盤,2,NG WING TAK,伍永德,1204,0
A12,SHEUNG WAN,上環,1,LUI HUNG PAN,呂鴻賓,1344,0
A12,SHEUNG WAN,上環,2,KAM NAI WAI,甘乃威,1436,1
A13,TUNG WAH,東華,1,SIU KA YI,蕭嘉怡,1352,1
A13,TUNG WAH,東華,2,HO CHUN KI FREDERICK,何俊麒,980,0
A14,CENTRE STREET,正街,1,CHEUNG KAI YIN,張啟昕,1621,0
A14,CENTRE STREET,正街,2,LEE CHI HANG SIDNEY,李志恒,1654,1
A15,WATER STREET,水街,1,YEUNG HOK MING,楊學明,1878,1
A15,WATER STREET,水街,2,NG HOI YAN BONNIE,伍凱欣,1619,0
B01,HENNESSY,軒尼詩,1,CHENG KI KIN,鄭其建,1590,1
B01,HENNESSY,軒尼詩,2,CHEONG MAN LEI,張曼莉,760,0
B02,OI KWAN,愛群,1,WONG SUI LUNG,黃瑞龍,915,0
B02,OI KWAN,愛群,2,TANG KING YUNG ANNA,鄭琴淵,1367,1
B03,CANAL ROAD,鵝頸,1,HO GLORIA WING KA,何詠嘉,723,0
B03,CANAL ROAD,鵝頸,2,CHUNG KA MAN JACQUELINE,鍾嘉敏,1018,1
B04,VICTORIA PARK,維園,,CHOW KIT BING JENNIFER,周潔冰,0,2
B05,TIN HAU,天后,1,LEE MAN LUNG JOEY,李文龍,2236,1
B05,TIN HAU,天后,2,CHAN KIN KWOK,陳建國,1021,0
B06,CAUSEWAY BAY,銅鑼灣,,NG YUEN TING YOLANDA,伍婉婷,0,2
B07,TAI HANG,大坑,1,WONG CHING CHI GIGI,王政芝,1148,0
B07,TAI HANG,大坑,2,YEUNG SUET YING CLARISSE,楊雪盈,1398,1
B08,JARDINE'S LOOKOUT,渣甸山,1,LAM WAI MAN WIND,林偉文,1479,1
B08,JARDINE'S LOOKOUT,渣甸山,2,LAI DAVID,黎大偉,1098,0
B09,BROADWOOD,樂活,1,MAK KWOK FUNG MICHAEL,麥國風,939,0
B09,BROADWOOD,樂活,2,SIU SEE KONG,蕭思江,141,0
B09,BROADWOOD,樂活,3,TSE WAI CHUN PAUL,謝偉俊,1350,1
B10,HAPPY VALLEY,跑馬地,1,NG KAM CHUN,吳錦津,1377,1
B10,HAPPY VALLEY,跑馬地,2,CHIEN KA WO KELVIN,錢家和,900,0
B11,STUBBS ROAD,司徒拔道,1,WONG WANG TAI,黃宏泰,1150,1
B11,STUBBS ROAD,司徒拔道,2,AU LAI CHONG,區麗莊,642,0
B12,SOUTHORN,修頓,1,YEUNG YAU FUNG,楊幼峰,437,0
B12,SOUTHORN,修頓,2,LEE PIK YEE,李碧儀,1463,1
B13,TAI FAT HAU,大佛口,1,LEE KWUN YEE KENNY,李均頤,1505,1
B13,TAI FAT HAU,大佛口,2,LEUNG PAK KIN,梁柏堅,793,0
C01,TAI KOO SHING WEST,太古城西,1,CHIU KA YIN ANDREW,趙家賢,3362,1
C01,TAI KOO SHING WEST,太古城西,2,NG CHI LUNG,吳志隆,1268,0
C02,TAI KOO SHING EAST,太古城東,1,TSE TSZ KEI,謝子祺,2587,0
C02,TAI KOO SHING EAST,太古城東,2,WONG CHUN SING PATRICK,王振星,2674,1
C03,LEI KING WAN,鯉景灣,1,WONG HUK KAM,王學今,1612,0
C03,LEI KING WAN,鯉景灣,2,YEUNG SZE CHUN,楊斯竣,2008,1
C03,LEI KING WAN,鯉景灣,3,FU YUEN CHEUNG ALEXANDER,傅元章,955,0
C03,LEI KING WAN,鯉景灣,4,HO CHIU KWONG PAUL,何超光,211,0
C04,ALDRICH BAY,愛秩序灣,1,NGAN CHUN LIM,顏尊廉,2720,1
C04,ALDRICH BAY,愛秩序灣,2,CHAN KAR PAK,陳嘉栢,2401,0
C05,SHAUKEIWAN,筲箕灣,1,LEUNG WING SZE,梁詠詩,1429,0
C05,SHAUKEIWAN,筲箕灣,2,LAM SUM LIM,林心亷,1444,1
C05,SHAUKEIWAN,筲箕灣,3,POON WING YIN,潘詠妍,107,0
C06,A KUNG NGAM,阿公岩,1,TO BOON MAN DANIEL,杜本文,1696,0
C06,A KUNG NGAM,阿公岩,2,LAM KEI TUNG GEORGE,林其東,1810,1
C06,A KUNG NGAM,阿公岩,3,HUNG CHI KIT,洪志傑,1112,0
C07,HENG FA CHUEN,杏花邨,1,YEUNG WAI HONG,楊偉康,610,0
C07,HENG FA CHUEN,杏花邨,2,CHOW WING YEE,周詠儀,2025,0
C07,HENG FA CHUEN,杏花邨,3,HO NGAI KAM STANLEY,何毅淦,3642,1
C08,TSUI WAN,翠灣,1,KU KWAI YIU,古桂耀,1629,1
C08,TSUI WAN,翠灣,2,WAN TSZ FUNG JEFF,尹梓烽,69,0
C08,TSUI WAN,翠灣,3,KWAN SHUI LUNG,關瑞龍,1572,0
C08,TSUI WAN,翠灣,4,LAI LEUNG SIU KWAN,黎梁笑群,1181,0
C09,YAN LAM,欣藍,,WONG KIN HING,黃健興,0,2
C10,SIU SAI WAN,小西灣,1,WONG KWOK HING,王國興,1981,1
C10,SIU SAI WAN,小西灣,2,CHU YAT ON,朱日安,783,0
C10,SIU SAI WAN,小西灣,3,TAM TAK CHI,譚得志,1229,0
C11,KING YEE,景怡,1,WONG KWAN FUNG,黃群峰,195,0
C11,KING YEE,景怡,2,YEUNG HON SING,楊漢成,1950,0
C11,KING YEE,景怡,3,CHAN YIU TAK,陳耀德,930,0
C11,KING YEE,景怡,4,LEUNG KWOK HUNG DAVID,梁國鴻,2257,1
C12,WAN TSUI,環翠,1,NG YIN KEUNG,吳彥強,1436,0
C12,WAN TSUI,環翠,2,KUNG PAK CHEUNG,龔栢祥,2227,1
C13,FEI TSUI,翡翠,1,LI LEE,李莉,1797,0
C13,FEI TSUI,翡翠,2,LAI CHI KEONG JOSEPH,黎志強,2314,1
C13,FEI TSUI,翡翠,3,LUI CHI MAN,呂志文,114,0
C14,MOUNT PARKER,柏架山,,WONG KIN PAN,黃建彬,0,2
C15,BRAEMAR HILL,寶馬山,,SHIU KA FAI,邵家輝,0,2
C16,FORTRESS HILL,炮台山,,LO WING KWAN FRANKIE,羅榮焜,0,2
C17,CITY GARDEN,城市花園,,HUI CHING ON,許清安,0,2
C18,PROVIDENT,和富,,KWOK WAI KEUNG,郭偉强,0,2
C19,FORT STREET,堡壘,,HUNG LIN CHAM,洪連杉,0,2
C20,KAM PING,錦屏,,CHOY SO YUK,蔡素玉,0,2
C21,TANNER,丹拿,1,CHENG TAT HUNG,鄭達鴻,2338,1
C21,TANNER,丹拿,2,TSANG CHEUK YI,曾卓兒,2039,0
C22,HEALTHY VILLAGE,健康村,,CHENG CHI SING,鄭志成,0,2
C23,QUARRY BAY,鰂魚涌,1,IP CHEE TAK,葉智德,1010,0
C23,QUARRY BAY,鰂魚涌,2,TING KONG HO EDDIE,丁江浩,1656,1
C24,NAM FUNG,南豐,1,YANG MO,楊默,1182,0
C24,NAM FUNG,南豐,2,LI CHAK SUM,李澤深,42,0
C24,NAM FUNG,南豐,3,CHEUNG KWOK CHEONG,張國昌,3343,1
C25,KORNHILL,康怡,1,WONG PO YI,黃寶兒,29,0
C25,KORNHILL,康怡,2,LEUNG WING MAN,梁穎敏,2535,1
C25,KORNHILL,康怡,3,HUNG LUNG CHUEN,洪龍荃,2443,0
C26,KORNHILL GARDEN,康山,1,KONG YUK FOON DOREEN,江玉歡,1814,0
C26,KORNHILL GARDEN,康山,2,LEUNG SIU SUN,梁兆新,2384,1
C27,HING TUNG,興東,1,TSANG KWOK FAI,曾國輝,2808,0
C27,HING TUNG,興東,2,HUI LAM HING,許林慶,3310,1
C28,SAI WAN HO,西灣河,1,KONG CHACK HO,江澤濠,1956,0
C28,SAI WAN HO,西灣河,2,MAK TAK CHING,麥德正,2222,1
C29,LOWER YIU TUNG,下耀東,1,WONG CHI CHUNG,王志鍾,1658,1
C29,LOWER YIU TUNG,下耀東,2,NG KAM WAI,吳錦偉,977,0
C29,LOWER YIU TUNG,下耀東,3,WONG SZE CHIN RICKY,王詩展,992,0
C30,UPPER YIU TUNG,上耀東,,CHIU CHI KEUNG,趙資強,0,2
C31,HING MAN,興民,1,CHEUNG CHUN PONG,張駿邦,1391,0
C31,HING MAN,興民,2,LAU HING YEUNG,劉慶揚,2470,1
C32,LOK HONG,樂康,1,TSANG KIN SHING,曾健成,1969,0
C32,LOK HONG,樂康,2,LUN MAN KIT,倫文傑,48,0
C32,LOK HONG,樂康,3,LI CHUN CHAU,李進秋,2396,1
C33,TSUI TAK,翠德,1,LEE CHUN KEUNG,李鎮強,2351,1
C33,TSUI TAK,翠德,2,LI KIN HANG,李健恆,979,0
C34,YUE WAN,漁灣,1,CHUNG SHU KUN CHRISTOPHER,鍾樹根,1863,0
C34,YUE WAN,漁灣,2,CHUI CHI KIN,徐子見,2026,1
C35,KAI HIU,佳曉,1,CHIK KIT LING ELAINE,植潔鈴,1514,0
C35,KAI HIU,佳曉,2,LAM CHUI LIN,林翠蓮,2241,1
D01,ABERDEEN,香港仔,1,MAN HO KEUNG ZICO,文豪強,1598,0
D01,ABERDEEN,香港仔,2,LEE KIT HING,李傑興,621,0
D01,ABERDEEN,香港仔,3,YAM PAULINE,任葆琳,1936,1
D01,ABERDEEN,香港仔,4,HO WAI CHUN,何偉俊,226,0
D02,AP LEI CHAU ESTATE,鴨脷洲邨,,LAM YUK CHUN,林玉珍,0,2
D03,AP LEI CHAU NORTH,鴨脷洲北,1,LEUNG KWOK KEUNG,梁國強,755,0
D03,AP LEI CHAU NORTH,鴨脷洲北,2,CHEUNG SIK YUNG,張錫容,1556,1
D04,LEI TUNG I,利東一,1,WONG YUN KEI,黃潤基,177,0
D04,LEI TUNG I,利東一,2,LI KA YING,李嘉盈,1810,0
D04,LEI TUNG I,利東一,3,AU NOK HIN,區諾軒,3068,1
D05,LEI TUNG II,利東二,1,LO KIN HEI,羅健熙,2564,1
D05,LEI TUNG II,利東二,2,TSOI MAN LUNG TIMOTHY,蔡文龍,119,0
D05,LEI TUNG II,利東二,3,PANG SIU KEI,彭兆基,1854,0
D05,LEI TUNG II,利東二,4,TANG KA LOK,鄧嘉樂,21,0
D06,SOUTH HORIZONS EAST,海怡東,1,CHAN KA LOK,陳家洛,1845,0
D06,SOUTH HORIZONS EAST,海怡東,2,LAM KAI FAI,林啟暉,2180,1
D06,SOUTH HORIZONS EAST,海怡東,3,AU YUEN FAT JOSEPH,區元發,643,0
D07,SOUTH HORIZONS WEST,海怡西,1,YUEN MI MING ERICA,袁彌明,2245,0
D07,SOUTH HORIZONS WEST,海怡西,2,CHAN JUDY KAPUI,陳家珮,2945,1
D08,WAH KWAI,華貴,1,LAU PAK TUNG,劉栢彤,94,0
D08,WAH KWAI,華貴,2,YEUNG SIU PIK,楊小壁,2652,0
D08,WAH KWAI,華貴,3,MAK TSE HOW LING ADA,麥謝巧玲,2699,1
D09,WAH FU SOUTH,華富南,1,AU LAP SING,歐立成,1632,1
D09,WAH FU SOUTH,華富南,2,LI SHEE LIN,黎熙琳,1629,0
D10,WAH FU NORTH,華富北,1,WONG CHOI LAP,黃才立,2089,0
D10,WAH FU NORTH,華富北,2,LAW YUET WAH,羅月華,21,0
D10,WAH FU NORTH,華富北,3,CHAI MAN HON,柴文瀚,2408,1
D10,WAH FU NORTH,華富北,4,WUN KEI YAN,尹杞殷,29,0
D11,POKFULAM,薄扶林,1,YOUNG CHIT ON JEREMY,楊哲安,1144,0
D11,POKFULAM,薄扶林,2,ZIMMERMAN PAULUS JOHANNES,司馬文,1952,1
D12,CHI FU,置富,1,CHU CHING HONG,朱慶虹,2762,1
D12,CHI FU,置富,2,YIU CHUNG YIM,姚松炎,2223,0
D13,TIN WAN,田灣,,CHAN FU MING,陳富明,0,2
D14,SHEK YUE,石漁,,CHU LAP WAI,朱立威,0,2
D15,WONG CHUK HANG,黃竹坑,1,CHAN WING YAN,陳榮恩,2190,0
D15,WONG CHUK HANG,黃竹坑,2,TSUI YUEN WA,徐遠華,2645,1
D16,BAYS AREA,海灣,1,SCHAUS DAVID JOHN,SCHAUS DAVID JOHN,474,0
D16,BAYS AREA,海灣,2,FUNG SE GOUN FERGUS,馮仕耕,957,1
D17,STANLEY & SHEK O,赤柱及石澳,1,TSANG TSZ HO,曾梓濠,408,0
D17,STANLEY & SHEK O,赤柱及石澳,2,YAO JIE NING MAXINE,姚潔凝,752,0
D17,STANLEY & SHEK O,赤柱及石澳,3,LEE PUI YING,李佩英,1832,1
E01,TSIM SHA TSUI WEST,尖沙咀西,1,LAU CHI HUNG,劉志雄,828,0
E01,TSIM SHA TSUI WEST,尖沙咀西,2,HUNG CHIU WAH,孔昭華,1213,1
E02,JORDAN SOUTH,佐敦南,1,IP NGO TUNG CHRIS,葉傲冬,1531,1
E02,JORDAN SOUTH,佐敦南,2,LUI NGAR YEE JOEY,雷雅儀,524,0
E03,JORDAN WEST,佐敦西,,CHAN SIU TONG,陳少棠,0,2
E04,YAU MA TEI SOUTH,油麻地南,1,AU YEUNG TUNG,歐陽東,1298,0
E04,YAU MA TEI SOUTH,油麻地南,2,YEUNG TSZ HEI,楊子熙,2124,1
E05,CHARMING,富榮,1,LEE WAI FUNG,李偉峰,2053,0
E05,CHARMING,富榮,2,CHUNG KONG MO,鍾港武,2473,1
E06,MONG KOK WEST,旺角西,,HUI TAK LEUNG,許德亮,0,2
E07,FU PAK,富柏,1,YU TAK PO,余德寶,2859,1
E07,FU PAK,富柏,2,LAW SIU HUNG PAUL,羅少雄,1924,0
E08,OLYMPIC,奧運,1,KO HIU WING,高曉榮,1414,0
E08,OLYMPIC,奧運,2,TO KUN SUN JAMES,涂謹申,1531,1
E09,CHERRY,櫻桃,1,LAM HO YEUNG,林浩揚,858,0
E09,CHERRY,櫻桃,2,CHUNG CHAK FAI,鍾澤暉,1611,1
E09,CHERRY,櫻桃,3,NAKADE HITSUJIKO,中出羊子,172,0
E10,TAI KOK TSUI SOUTH,大角咀南,1,LAI YIU CHUN,黎耀駿,1362,0
E10,TAI KOK TSUI SOUTH,大角咀南,2,CHOI SIU FUNG BENJAMIN,蔡少峰,1608,1
E11,TAI KOK TSUI NORTH,大角咀北,1,WONG KA YING,王嘉盈,1363,0
E11,TAI KOK TSUI NORTH,大角咀北,2,LAU PAK KEI,劉柏祺,2633,1
E12,TAI NAN,大南,1,CHIU YUK KWONG,趙旭光,606,0
E12,TAI NAN,大南,2,FUNG JOSHUA MAN TAO,馮文韜,962,0
E12,TAI NAN,大南,3,CHONG WING CHARN FRANCIS,莊永燦,1424,1
E13,MONG KOK NORTH,旺角北,1,WONG SHU MING,黃舒明,1712,1
E13,MONG KOK NORTH,旺角北,2,WONG KA CHUN,黃家俊,869,0
E14,MONG KOK EAST,旺角東,1,TSE JEFFERSON KELLER,謝卓男,112,0
E14,MONG KOK EAST,旺角東,2,WONG KIN SAN,黃建新,1442,1
E14,MONG KOK EAST,旺角東,3,LAU CHUN YIP,劉俊業,1172,0
E15,MONG KOK SOUTH,旺角南,,CHOW CHUN FAI,仇振輝,0,2
E16,YAU MA TEI NORTH,油麻地北,1,MAN YUN WA,文潤華,689,0
E16,YAU MA TEI NORTH,油麻地北,2,LAM KIN MAN,林健文,1682,1
E17,EAST TSIM SHA TSUI & KING'S PARK,尖東及京士柏,1,CHAN MAN YU HENRY,陳文佑,681,0
E17,EAST TSIM SHA TSUI & KING'S PARK,尖東及京士柏,2,TANG MING SUM MICHELLE,鄧銘心,852,1
E18,TSIM SHA TSUI CENTRAL,尖沙咀中,1,LIU SIU FAI,廖少輝,486,0
E18,TSIM SHA TSUI CENTRAL,尖沙咀中,2,KWAN SAU LING,關秀玲,1099,1
E19,JORDAN NORTH,佐敦北,1,JO CHUN WAH,楊鎮華,941,1
E19,JORDAN NORTH,佐敦北,2,CHICK CHI LEUNG,戚志良,386,0
F01,PO LAI,寶麗,1,TSE HIU HUNG,謝曉虹,1664,0
F01,PO LAI,寶麗,2,LEUNG YAU FONG,梁有方,1929,1
F02,CHEUNG SHA WAN,長沙灣,1,LAM KA FAI AARON,林家輝,1491,1
F02,CHEUNG SHA WAN,長沙灣,2,LAM SHUI HUM,林瑞含,246,0
F02,CHEUNG SHA WAN,長沙灣,3,LEE MAN HO LEOS,李文浩,1307,0
F03,NAM CHEONG NORTH,南昌北,1,CHENG WING SHUN VINCENT,鄭泳舜,1461,1
F03,NAM CHEONG NORTH,南昌北,2,CHAN WING FAI JORDAN,陳永輝,796,0
F04,SHEK KIP MEI,石硤尾,1,CHAN KWOK WAI,陳國偉,2847,1
F04,SHEK KIP MEI,石硤尾,2,TSUNG PO SHAN,秦寶山,2088,0
F05,NAM CHEONG EAST,南昌東,1,HO KAI MING KALVIN,何啟明,1727,1
F05,NAM CHEONG EAST,南昌東,2,MIU HOI MING,苗凱明,1287,0
F06,NAM CHEONG SOUTH,南昌南,1,LAM WAI TONG,林偉棠,786,0
F06,NAM CHEONG SOUTH,南昌南,2,LEE WING MAN,李詠民,1544,1
F07,NAM CHEONG CENTRAL,南昌中,1,LAU PUI YUK,劉佩玉,1284,1
F07,NAM CHEONG CENTRAL,南昌中,2,MAK WAI MING,麥偉明,538,0
F08,NAM CHEONG WEST,南昌西,1,HEUNG MING HAU,香明孝,1217,0
F08,NAM CHEONG WEST,南昌西,2,WAI WOON NAM,衞煥南,1873,1
F09,FU CHEONG,富昌,1,LI KWING,李炯,2130,0
F09,FU CHEONG,富昌,2,LEUNG MAN KWONG,梁文廣,2973,1
F10,LAI KOK,麗閣,1,CHAN WING YAN,陳穎欣,2531,1
F10,LAI KOK,麗閣,2,WONG CHUNG KI ERIC,黃仲棋,215,0
F10,LAI KOK,麗閣,3,FUNG KIN KEE FREDERICK,馮檢基,2432,0
F11,FORTUNE,幸福,1,CHEUNG TAK WAI,張德偉,1898,0
F11,FORTUNE,幸福,2,CHOW WING HENG,鄒穎恒,2137,1
F12,LAI CHI KOK SOUTH,荔枝角南,1,YEUNG YUK,楊彧,3477,1
F12,LAI CHI KOK SOUTH,荔枝角南,2,TAN WIE HON DERRICK,陳威雄,1191,0
F12,LAI CHI KOK SOUTH,荔枝角南,3,MUI YU,梅宇,94,0
F13,MEI FOO SOUTH,美孚南,1,TZENG LI WEN JUDY,曾麗文,179,0
F13,MEI FOO SOUTH,美孚南,2,WONG TAK CHUEN JOE,王德全,2193,0
F13,MEI FOO SOUTH,美孚南,3,WONG TAT TUNG,黃達東,2421,1
F14,MEI FOO CENTRAL,美孚中,1,NG YUET LAN,伍月蘭,1803,1
F14,MEI FOO CENTRAL,美孚中,2,SHUM SIU HUNG,沈少雄,1675,0
F14,MEI FOO CENTRAL,美孚中,3,CHAN CHUNG KONG STEPHEN,陳松光,241,0
F15,MEI FOO NORTH,美孚北,1,CHEUNG WING SUM AMBROSE,張永森,2636,1
F15,MEI FOO NORTH,美孚北,2,LI CHUN HEI JOSHUA,李俊晞,1816,0
F16,LAI CHI KOK CENTRAL,荔枝角中,1,LI KI FUNG BRUCE,李祺逢,2229,0
F16,LAI CHI KOK CENTRAL,荔枝角中,2,YUEN HOI MAN,袁海文,2353,1
F17,LAI CHI KOK NORTH,荔枝角北,1,CHUM TAK SHING,覃德誠,1173,1
F17,LAI CHI KOK NORTH,荔枝角北,2,WU SAI CHUEN,胡世全,64,0
F17,LAI CHI KOK NORTH,荔枝角北,3,WONG KING,黃敬,877,0
F18,UN CHAU & SO UK,元州及蘇屋,1,CHAN WAI MING,陳偉明,3491,1
F18,UN CHAU & SO UK,元州及蘇屋,2,FONG CHI LUNG,方智龍,1160,0
F19,LEI CHENG UK,李鄭屋,1,KONG KWAI SANG,江貴生,2335,1
F19,LEI CHENG UK,李鄭屋,2,CHAN KENG CHAU,陳鏡秋,2124,0
F20,HA PAK TIN,下白田,1,YAN KAI WING,甄啟榮,2320,1
F20,HA PAK TIN,下白田,2,TANG MEI CHING,鄧美晶,1152,0
F21,YAU YAT TSUEN,又一村,1,CHAU DICKSON KA FAAT,周嘉發,982,0
F21,YAU YAT TSUEN,又一村,2,LEE TSZ KING DOMINIC,李梓敬,2277,1
F22,"NAM SHAN, TAI HANG TUNG & TAI HANG SAI",南山、大坑東及大坑西,1,WAI HOI YING,韋海英,1991,0
F22,"NAM SHAN, TAI HANG TUNG & TAI HANG SAI",南山、大坑東及大坑西,2,TAM KWOK KIU,譚國僑,2563,1
F22,"NAM SHAN, TAI HANG TUNG & TAI HANG SAI",南山、大坑東及大坑西,3,FOO WAI LOK,符偉樂,54,0
F23,LUNG PING & SHEUNG PAK TIN,龍坪及上白田,1,CHENG CHI HONG,鄭志康,161,0
F23,LUNG PING & SHEUNG PAK TIN,龍坪及上白田,2,LAM WAI MAN RAYMOND,林偉文,1678,0
F23,LUNG PING & SHEUNG PAK TIN,龍坪及上白田,3,NG MEI CARMAN,吳美,2454,1
G01,MA TAU WAI,馬頭圍,1,SIU TIN HUNG,邵天虹,2670,1
G01,MA TAU WAI,馬頭圍,2,MOK KA HAN ROSANDA,莫嘉嫻,2625,0
G02,MA HANG CHUNG,馬坑涌,1,WONG YUN CHEONG,黃潤昌,1618,0
G02,MA HANG CHUNG,馬坑涌,2,LAU SHU YIN,劉舒燕,148,0
G02,MA HANG CHUNG,馬坑涌,3,LAI KWONG WAI,黎廣偉,1663,1
G03,MA TAU KOK,馬頭角,1,KWAN HO YEUNG,關浩洋,1790,1
G03,MA TAU KOK,馬頭角,2,AU WING HO,區咏豪,768,0
G04,LOK MAN,樂民,1,YANG WING KIT,楊永杰,2310,1
G04,LOK MAN,樂民,2,PONG YAT MING,龐一鳴,1561,0
G05,SHEUNG LOK,常樂,1,CHAN KA LING JUDY,陳嘉玲,209,0
G05,SHEUNG LOK,常樂,2,LUK KING KWONG,陸勁光,2776,1
G05,SHEUNG LOK,常樂,3,WONG WING KIT,黃永傑,2332,0
G06,HO MAN TIN,何文田,1,CHENG LEE MING,鄭利明,2376,1
G06,HO MAN TIN,何文田,2,CHAN LAI KWAN,陳麗君,1852,0
G07,KADOORIE,嘉道理,1,WONG CHI,黃馳,1333,0
G07,KADOORIE,嘉道理,2,LAU HOK WAI,劉學威,92,0
G07,KADOORIE,嘉道理,3,SIU LEONG SING,蕭亮聲,2378,1
G08,PRINCE,太子,,TING KIN WA,丁健華,0,2
G09,KOWLOON TONG,九龍塘,,HO HIN MING,何顯明,0,2
G10,LUNG SHING,龍城,1,WONG MAN SING,王民聲,395,0
G10,LUNG SHING,龍城,2,NG PO KEUNG,吳寶強,2021,1
G11,SUNG WONG TOI,宋皇臺,1,YEUNG CHUN YU,楊振宇,2015,1
G11,SUNG WONG TOI,宋皇臺,2,IP CHI WAI ALEXANDER,葉志偉,502,0
G11,SUNG WONG TOI,宋皇臺,3,CHENG CHUN WAH GARY,鄭振華,694,0
G12,KAI TAK NORTH,啓德北,1,LEUNG YUEN TING,梁婉婷,2610,1
G12,KAI TAK NORTH,啓德北,2,LAM HEI TING MIRANDA,林希婷,73,0
G12,KAI TAK NORTH,啓德北,3,CHAN PO YUK,陳寶玉,16,0
G12,KAI TAK NORTH,啓德北,4,LI TING FUNG,李庭豐,932,0
G13,KAI TAK SOUTH,啓德南,1,HE HUAHAN,何華漢,2199,1
G13,KAI TAK SOUTH,啓德南,2,SO YEE MAN,蘇綺雯,763,0
G14,HOI SHAM,海心,1,PUN KWOK WAH,潘國華,2478,1
G14,HOI SHAM,海心,2,LEE KA WAI,李家威,654,0
G15,TO KWA WAN NORTH,土瓜灣北,1,SHUM TAI FUNG,沈泰鋒,204,0
G15,TO KWA WAN NORTH,土瓜灣北,2,LAM YI LAI,林依麗,177,0
